fiscal_yr;org_id;service_id;online_interaction_point;activation;online_interaction_point_sort
2023-2024;137;SRV02751;application;N;3
2023-2024;137;SRV02751;decision;N;4
2023-2024;137;SRV02751;issuance;N;5
2023-2024;137;SRV02751;issue_resolution_feedback;N;6
2023-2024;65;SRV02752;account_registration;N;1
2023-2024;65;SRV02752;authentication;N;2
2023-2024;65;SRV02752;application;N;3
2023-2024;65;SRV02752;decision;N;4
2023-2024;65;SRV02752;issuance;N;5
2023-2024;65;SRV02752;issue_resolution_feedback;N;6
2023-2024;65;SRV02753;account_registration;N;1
2023-2024;65;SRV02753;authentication;N;2
2023-2024;65;SRV02753;application;N;3
2023-2024;65;SRV02753;decision;N;4
2023-2024;65;SRV02753;issuance;N;5
2023-2024;65;SRV02753;issue_resolution_feedback;N;6
2023-2024;65;SRV02754;account_registration;N;1
2023-2024;65;SRV02754;authentication;N;2
2023-2024;65;SRV02754;application;N;3
2023-2024;65;SRV02754;decision;N;4
2023-2024;65;SRV02754;issuance;N;5
2023-2024;65;SRV02754;issue_resolution_feedback;N;6
2023-2024;65;SRV02755;account_registration;N;1
2023-2024;65;SRV02755;authentication;N;2
2023-2024;65;SRV02755;application;N;3
2023-2024;65;SRV02755;decision;N;4
2023-2024;65;SRV02755;issuance;N;5
2023-2024;65;SRV02755;issue_resolution_feedback;N;6
2023-2024;65;SRV02762;account_registration;Y;1
2023-2024;65;SRV02762;authentication;Y;2
2023-2024;65;SRV02762;application;Y;3
2023-2024;65;SRV02762;decision;Y;4
2023-2024;65;SRV02762;issuance;Y;5
2023-2024;65;SRV02762;issue_resolution_feedback;Y;6
2022-2023;65;SRV02763;account_registration;NA;1
2022-2023;65;SRV02763;authentication;NA;2
2022-2023;65;SRV02763;application;NA;3
2022-2023;65;SRV02763;decision;NA;4
2022-2023;65;SRV02763;issuance;NA;5
2022-2023;65;SRV02763;issue_resolution_feedback;NA;6
2023-2024;65;SRV02764;account_registration;N;1
2023-2024;65;SRV02764;authentication;N;2
2023-2024;65;SRV02764;application;N;3
2023-2024;65;SRV02764;decision;N;4
2023-2024;65;SRV02764;issuance;N;5
2023-2024;65;SRV02764;issue_resolution_feedback;N;6
2023-2024;135;SRV02765;account_registration;N;1
2023-2024;135;SRV02765;authentication;N;2
2023-2024;135;SRV02765;application;N;3
2023-2024;135;SRV02765;decision;N;4
2023-2024;135;SRV02765;issuance;N;5
2023-2024;135;SRV02765;issue_resolution_feedback;N;6
2023-2024;135;SRV02766;account_registration;N;1
2023-2024;135;SRV02766;authentication;N;2
2023-2024;135;SRV02766;application;N;3
2023-2024;135;SRV02766;decision;N;4
2023-2024;135;SRV02766;issuance;N;5
2023-2024;135;SRV02766;issue_resolution_feedback;Y;6
2023-2024;65;SRV02767;account_registration;N;1
2023-2024;65;SRV02767;authentication;N;2
2023-2024;65;SRV02767;application;N;3
2023-2024;65;SRV02767;decision;N;4
2023-2024;65;SRV02767;issuance;N;5
2023-2024;65;SRV02767;issue_resolution_feedback;N;6
2021-2022;130;SRV02768;account_registration;NA;1
2021-2022;130;SRV02768;authentication;NA;2
2021-2022;130;SRV02768;application;NA;3
2021-2022;130;SRV02768;decision;NA;4
2021-2022;130;SRV02768;issuance;NA;5
2021-2022;130;SRV02768;issue_resolution_feedback;NA;6
2023-2024;117;SRV02769;account_registration;NA;1
2023-2024;117;SRV02769;authentication;NA;2
2023-2024;117;SRV02769;application;NA;3
2023-2024;117;SRV02769;decision;NA;4
2023-2024;117;SRV02769;issuance;NA;5
2023-2024;117;SRV02769;issue_resolution_feedback;NA;6
2023-2024;65;SRV02770;account_registration;Y;1
2023-2024;65;SRV02770;authentication;Y;2
2023-2024;65;SRV02770;application;Y;3
2023-2024;65;SRV02770;decision;Y;4
2023-2024;65;SRV02770;issuance;Y;5
2023-2024;65;SRV02770;issue_resolution_feedback;N;6
2021-2022;130;SRV02771;account_registration;NA;1
2021-2022;130;SRV02771;authentication;NA;2
2021-2022;130;SRV02771;application;NA;3
2021-2022;130;SRV02771;decision;NA;4
2021-2022;130;SRV02771;issuance;NA;5
2021-2022;130;SRV02771;issue_resolution_feedback;NA;6
2021-2022;130;SRV02772;account_registration;NA;1
2021-2022;130;SRV02772;authentication;NA;2
2021-2022;130;SRV02772;application;NA;3
2021-2022;130;SRV02772;decision;NA;4
2021-2022;130;SRV02772;issuance;NA;5
2021-2022;130;SRV02772;issue_resolution_feedback;NA;6
2021-2022;130;SRV02773;account_registration;NA;1
2021-2022;130;SRV02773;authentication;NA;2
2021-2022;130;SRV02773;application;NA;3
2021-2022;130;SRV02773;decision;NA;4
2021-2022;130;SRV02773;issuance;NA;5
2021-2022;130;SRV02773;issue_resolution_feedback;NA;6
2021-2022;130;SRV02774;account_registration;NA;1
2021-2022;130;SRV02774;authentication;NA;2
2021-2022;130;SRV02774;application;NA;3
2021-2022;130;SRV02774;decision;NA;4
2021-2022;130;SRV02774;issuance;NA;5
2021-2022;130;SRV02774;issue_resolution_feedback;NA;6
2023-2024;135;SRV02776;account_registration;N;1
2023-2024;135;SRV02776;authentication;N;2
2023-2024;135;SRV02776;application;Y;3
2023-2024;135;SRV02776;decision;N;4
2023-2024;135;SRV02776;issuance;N;5
2023-2024;135;SRV02776;issue_resolution_feedback;N;6
2023-2024;136;SRV02779;account_registration;NA;1
2023-2024;136;SRV02779;authentication;NA;2
2023-2024;136;SRV02779;application;NA;3
2023-2024;136;SRV02779;decision;NA;4
2023-2024;136;SRV02779;issuance;NA;5
2023-2024;136;SRV02779;issue_resolution_feedback;NA;6
2023-2024;136;SRV02780;account_registration;NA;1
2023-2024;136;SRV02780;authentication;NA;2
2023-2024;136;SRV02780;application;NA;3
2023-2024;136;SRV02780;decision;NA;4
2023-2024;136;SRV02780;issuance;NA;5
2023-2024;136;SRV02780;issue_resolution_feedback;NA;6
2023-2024;117;SRV02783;account_registration;NA;1
2023-2024;117;SRV02783;authentication;NA;2
2023-2024;117;SRV02783;application;NA;3
2023-2024;117;SRV02783;decision;NA;4
2023-2024;117;SRV02783;issuance;NA;5
2023-2024;117;SRV02783;issue_resolution_feedback;NA;6
2023-2024;117;SRV02784;account_registration;NA;1
2023-2024;117;SRV02784;authentication;NA;2
2023-2024;117;SRV02784;application;NA;3
2023-2024;117;SRV02784;decision;NA;4
2023-2024;117;SRV02784;issuance;NA;5
2023-2024;117;SRV02784;issue_resolution_feedback;NA;6
2023-2024;125;SRV02785;account_registration;N;1
2023-2024;125;SRV02785;authentication;N;2
2023-2024;125;SRV02785;application;N;3
2023-2024;125;SRV02785;decision;N;4
2023-2024;125;SRV02785;issuance;N;5
2023-2024;125;SRV02785;issue_resolution_feedback;N;6
2023-2024;125;SRV02786;account_registration;N;1
2023-2024;125;SRV02786;authentication;N;2
2023-2024;125;SRV02786;application;N;3
2023-2024;125;SRV02786;decision;N;4
2023-2024;125;SRV02786;issuance;N;5
2023-2024;125;SRV02786;issue_resolution_feedback;N;6
2023-2024;227;SRV02789;account_registration;NA;1
2023-2024;227;SRV02789;authentication;NA;2
2023-2024;227;SRV02789;application;NA;3
2023-2024;227;SRV02789;decision;NA;4
2023-2024;227;SRV02789;issuance;NA;5
2023-2024;227;SRV02789;issue_resolution_feedback;NA;6
2023-2024;130;SRV02790;account_registration;NA;1
2023-2024;130;SRV02790;authentication;NA;2
2023-2024;130;SRV02790;application;NA;3
2023-2024;130;SRV02790;decision;NA;4
2023-2024;130;SRV02790;issuance;NA;5
2023-2024;130;SRV02790;issue_resolution_feedback;Y;6
2023-2024;130;SRV02791;account_registration;Y;1
2023-2024;130;SRV02791;authentication;Y;2
2023-2024;130;SRV02791;application;Y;3
2023-2024;130;SRV02791;decision;Y;4
2023-2024;130;SRV02791;issuance;Y;5
2023-2024;130;SRV02791;issue_resolution_feedback;Y;6
2023-2024;137;SRV02792;account_registration;NA;1
2023-2024;137;SRV02792;authentication;NA;2
2023-2024;137;SRV02792;application;NA;3
2023-2024;137;SRV02792;decision;NA;4
2023-2024;137;SRV02792;issuance;NA;5
2023-2024;137;SRV02792;issue_resolution_feedback;NA;6
2023-2024;137;SRV02793;account_registration;NA;1
2023-2024;137;SRV02793;authentication;NA;2
2023-2024;137;SRV02793;application;NA;3
2023-2024;137;SRV02793;decision;NA;4
2023-2024;137;SRV02793;issuance;NA;5
2023-2024;137;SRV02793;issue_resolution_feedback;NA;6
2023-2024;137;SRV02795;account_registration;NA;1
2023-2024;137;SRV02795;authentication;NA;2
2023-2024;137;SRV02795;application;NA;3
2023-2024;137;SRV02795;decision;NA;4
2023-2024;137;SRV02795;issuance;NA;5
2023-2024;137;SRV02795;issue_resolution_feedback;NA;6
2023-2024;137;SRV02798;account_registration;N;1
2023-2024;137;SRV02798;authentication;N;2
2023-2024;137;SRV02798;application;N;3
2023-2024;137;SRV02798;decision;N;4
2023-2024;137;SRV02798;issuance;N;5
2023-2024;137;SRV02798;issue_resolution_feedback;N;6
2023-2024;137;SRV02800;account_registration;NA;1
2023-2024;137;SRV02800;authentication;NA;2
2023-2024;137;SRV02800;application;NA;3
2023-2024;137;SRV02800;decision;NA;4
2023-2024;137;SRV02800;issuance;NA;5
2023-2024;137;SRV02800;issue_resolution_feedback;NA;6
2023-2024;137;SRV02811;account_registration;N;1
2023-2024;137;SRV02811;authentication;N;2
2023-2024;137;SRV02811;application;N;3
2023-2024;137;SRV02811;decision;N;4
2023-2024;137;SRV02811;issuance;N;5
2023-2024;137;SRV02811;issue_resolution_feedback;N;6
2023-2024;137;SRV02812;account_registration;N;1
2023-2024;137;SRV02812;authentication;N;2
2023-2024;137;SRV02812;application;N;3
2023-2024;137;SRV02812;decision;N;4
2023-2024;137;SRV02812;issuance;N;5
2023-2024;137;SRV02812;issue_resolution_feedback;N;6
2023-2024;137;SRV02813;account_registration;N;1
2023-2024;137;SRV02813;authentication;N;2
2023-2024;137;SRV02813;application;N;3
2023-2024;137;SRV02813;decision;N;4
2023-2024;137;SRV02813;issuance;N;5
2023-2024;137;SRV02813;issue_resolution_feedback;N;6
2021-2022;263;SRV02814;account_registration;NA;1
2021-2022;263;SRV02814;authentication;NA;2
2021-2022;263;SRV02814;application;NA;3
2021-2022;263;SRV02814;decision;NA;4
2021-2022;263;SRV02814;issuance;NA;5
2021-2022;263;SRV02814;issue_resolution_feedback;NA;6
2023-2024;326;SRV02815;account_registration;Y;1
2023-2024;326;SRV02815;authentication;Y;2
2023-2024;326;SRV02815;application;Y;3
2023-2024;326;SRV02815;decision;NA;4
2023-2024;326;SRV02815;issuance;NA;5
2023-2024;326;SRV02815;issue_resolution_feedback;NA;6
2023-2024;46;SRV02816;account_registration;NA;1
2023-2024;46;SRV02816;authentication;NA;2
2023-2024;46;SRV02816;application;Y;3
2023-2024;46;SRV02816;decision;NA;4
2023-2024;46;SRV02816;issuance;Y;5
2023-2024;46;SRV02816;issue_resolution_feedback;Y;6
2023-2024;46;SRV02817;account_registration;NA;1
2023-2024;46;SRV02817;authentication;NA;2
2023-2024;46;SRV02817;application;NA;3
2023-2024;46;SRV02817;decision;NA;4
2023-2024;46;SRV02817;issuance;NA;5
2023-2024;46;SRV02817;issue_resolution_feedback;NA;6
2022-2023;126;SRV02820;account_registration;N;1
2022-2023;126;SRV02820;authentication;NA;2
2022-2023;126;SRV02820;application;NA;3
2022-2023;126;SRV02820;decision;N;4
2022-2023;126;SRV02820;issuance;N;5
2022-2023;126;SRV02820;issue_resolution_feedback;N;6
2023-2024;46;SRV02821;account_registration;N;1
2023-2024;46;SRV02821;authentication;N;2
2023-2024;46;SRV02821;application;N;3
2023-2024;46;SRV02821;decision;N;4
2023-2024;46;SRV02821;issuance;N;5
2023-2024;46;SRV02821;issue_resolution_feedback;N;6
2023-2024;46;SRV02822;account_registration;N;1
2023-2024;46;SRV02822;authentication;N;2
2023-2024;46;SRV02822;application;Y;3
2023-2024;46;SRV02822;decision;N;4
2023-2024;46;SRV02822;issuance;N;5
2023-2024;46;SRV02822;issue_resolution_feedback;N;6
2021-2022;126;SRV02823;account_registration;NA;1
2021-2022;126;SRV02823;authentication;NA;2
2021-2022;126;SRV02823;application;Y;3
2021-2022;126;SRV02823;decision;NA;4
2021-2022;126;SRV02823;issuance;NA;5
2021-2022;126;SRV02823;issue_resolution_feedback;NA;6
2023-2024;46;SRV02824;account_registration;N;1
2023-2024;46;SRV02824;authentication;N;2
2023-2024;46;SRV02824;application;N;3
2023-2024;46;SRV02824;decision;N;4
2023-2024;46;SRV02824;issuance;N;5
2023-2024;46;SRV02824;issue_resolution_feedback;N;6
2021-2022;46;SRV02825;account_registration;Y;1
2021-2022;46;SRV02825;authentication;Y;2
2021-2022;46;SRV02825;application;Y;3
2021-2022;46;SRV02825;decision;Y;4
2021-2022;46;SRV02825;issuance;Y;5
2021-2022;46;SRV02825;issue_resolution_feedback;Y;6
2021-2022;46;SRV02826;account_registration;Y;1
2021-2022;46;SRV02826;authentication;Y;2
2021-2022;46;SRV02826;application;Y;3
2021-2022;46;SRV02826;decision;Y;4
2021-2022;46;SRV02826;issuance;Y;5
2021-2022;46;SRV02826;issue_resolution_feedback;Y;6
2021-2022;46;SRV02828;account_registration;Y;1
2021-2022;46;SRV02828;authentication;Y;2
2021-2022;46;SRV02828;application;Y;3
2021-2022;46;SRV02828;decision;Y;4
2021-2022;46;SRV02828;issuance;Y;5
2021-2022;46;SRV02828;issue_resolution_feedback;Y;6
2023-2024;238;SRV02829;account_registration;NA;1
2023-2024;238;SRV02829;authentication;NA;2
2023-2024;238;SRV02829;application;NA;3
2023-2024;238;SRV02829;decision;NA;4
2023-2024;238;SRV02829;issuance;NA;5
2023-2024;238;SRV02829;issue_resolution_feedback;NA;6
2021-2022;46;SRV02830;account_registration;Y;1
2021-2022;46;SRV02830;authentication;Y;2
2021-2022;46;SRV02830;application;Y;3
2021-2022;46;SRV02830;decision;Y;4
2021-2022;46;SRV02830;issuance;Y;5
2021-2022;46;SRV02830;issue_resolution_feedback;Y;6
2021-2022;46;SRV02831;account_registration;Y;1
2021-2022;46;SRV02831;authentication;Y;2
2021-2022;46;SRV02831;application;NA;3
2021-2022;46;SRV02831;decision;Y;4
2021-2022;46;SRV02831;issuance;Y;5
2021-2022;46;SRV02831;issue_resolution_feedback;Y;6
2021-2022;126;SRV02832;account_registration;NA;1
2021-2022;126;SRV02832;authentication;NA;2
2021-2022;126;SRV02832;application;NA;3
2021-2022;126;SRV02832;decision;NA;4
2021-2022;126;SRV02832;issuance;NA;5
2021-2022;126;SRV02832;issue_resolution_feedback;NA;6
2021-2022;126;SRV02834;account_registration;NA;1
2021-2022;126;SRV02834;authentication;NA;2
2021-2022;126;SRV02834;application;NA;3
2021-2022;126;SRV02834;decision;NA;4
2021-2022;126;SRV02834;issuance;NA;5
2021-2022;126;SRV02834;issue_resolution_feedback;NA;6
2021-2022;126;SRV02836;account_registration;NA;1
2021-2022;126;SRV02836;authentication;NA;2
2021-2022;126;SRV02836;application;NA;3
2021-2022;126;SRV02836;decision;NA;4
2021-2022;126;SRV02836;issuance;NA;5
2021-2022;126;SRV02836;issue_resolution_feedback;NA;6
2023-2024;126;SRV02838;account_registration;NA;1
2023-2024;126;SRV02838;authentication;NA;2
2023-2024;126;SRV02838;application;Y;3
2023-2024;126;SRV02838;decision;NA;4
2023-2024;126;SRV02838;issuance;N;5
2023-2024;126;SRV02838;issue_resolution_feedback;N;6
2023-2024;126;SRV02840;account_registration;NA;1
2023-2024;126;SRV02840;authentication;NA;2
2023-2024;126;SRV02840;application;NA;3
2023-2024;126;SRV02840;decision;NA;4
2023-2024;126;SRV02840;issuance;NA;5
2023-2024;126;SRV02840;issue_resolution_feedback;NA;6
2023-2024;126;SRV02841;account_registration;NA;1
2023-2024;126;SRV02841;authentication;NA;2
2023-2024;126;SRV02841;application;NA;3
2023-2024;126;SRV02841;decision;NA;4
2023-2024;126;SRV02841;issuance;NA;5
2023-2024;126;SRV02841;issue_resolution_feedback;NA;6
2021-2022;126;SRV02842;account_registration;NA;1
2021-2022;126;SRV02842;authentication;NA;2
2021-2022;126;SRV02842;application;NA;3
2021-2022;126;SRV02842;decision;NA;4
2021-2022;126;SRV02842;issuance;NA;5
2021-2022;126;SRV02842;issue_resolution_feedback;NA;6
2023-2024;126;SRV02843;account_registration;NA;1
2023-2024;126;SRV02843;authentication;NA;2
2023-2024;126;SRV02843;application;NA;3
2023-2024;126;SRV02843;decision;NA;4
2023-2024;126;SRV02843;issuance;NA;5
2023-2024;126;SRV02843;issue_resolution_feedback;NA;6
2023-2024;126;SRV02844;account_registration;NA;1
2023-2024;126;SRV02844;authentication;NA;2
2023-2024;126;SRV02844;application;NA;3
2023-2024;126;SRV02844;decision;NA;4
2023-2024;126;SRV02844;issuance;NA;5
2023-2024;126;SRV02844;issue_resolution_feedback;NA;6
2022-2023;126;SRV02845;account_registration;NA;1
2022-2023;126;SRV02845;authentication;NA;2
2022-2023;126;SRV02845;application;NA;3
2022-2023;126;SRV02845;decision;NA;4
2022-2023;126;SRV02845;issuance;NA;5
2022-2023;126;SRV02845;issue_resolution_feedback;NA;6
2021-2022;126;SRV02846;account_registration;NA;1
2021-2022;126;SRV02846;authentication;NA;2
2021-2022;126;SRV02846;application;NA;3
2021-2022;126;SRV02846;decision;NA;4
2021-2022;126;SRV02846;issuance;NA;5
2021-2022;126;SRV02846;issue_resolution_feedback;NA;6
2022-2023;126;SRV02848;account_registration;NA;1
2022-2023;126;SRV02848;authentication;NA;2
2022-2023;126;SRV02848;application;NA;3
2022-2023;126;SRV02848;decision;NA;4
2022-2023;126;SRV02848;issuance;NA;5
2022-2023;126;SRV02848;issue_resolution_feedback;NA;6
2023-2024;238;SRV02849;account_registration;NA;1
2023-2024;238;SRV02849;authentication;NA;2
2023-2024;238;SRV02849;application;NA;3
2023-2024;238;SRV02849;decision;NA;4
2023-2024;238;SRV02849;issuance;NA;5
2023-2024;238;SRV02849;issue_resolution_feedback;NA;6
2023-2024;238;SRV02850;account_registration;NA;1
2023-2024;238;SRV02850;authentication;NA;2
2023-2024;238;SRV02850;application;NA;3
2023-2024;238;SRV02850;decision;NA;4
2023-2024;238;SRV02850;issuance;NA;5
2023-2024;238;SRV02850;issue_resolution_feedback;NA;6
2023-2024;238;SRV02851;account_registration;NA;1
2023-2024;238;SRV02851;authentication;NA;2
2023-2024;238;SRV02851;application;NA;3
2023-2024;238;SRV02851;decision;NA;4
2023-2024;238;SRV02851;issuance;NA;5
2023-2024;238;SRV02851;issue_resolution_feedback;NA;6
2023-2024;238;SRV02852;account_registration;NA;1
2023-2024;238;SRV02852;authentication;NA;2
2023-2024;238;SRV02852;application;NA;3
2023-2024;238;SRV02852;decision;NA;4
2023-2024;238;SRV02852;issuance;NA;5
2023-2024;238;SRV02852;issue_resolution_feedback;NA;6
2023-2024;238;SRV02853;account_registration;NA;1
2023-2024;238;SRV02853;authentication;NA;2
2023-2024;238;SRV02853;application;Y;3
2023-2024;238;SRV02853;decision;NA;4
2023-2024;238;SRV02853;issuance;Y;5
2023-2024;238;SRV02853;issue_resolution_feedback;NA;6
2023-2024;127;SRV02854;account_registration;N;1
2023-2024;127;SRV02854;authentication;NA;2
2023-2024;127;SRV02854;application;NA;3
2023-2024;127;SRV02854;decision;NA;4
2023-2024;127;SRV02854;issuance;NA;5
2023-2024;127;SRV02854;issue_resolution_feedback;NA;6
2023-2024;238;SRV02855;account_registration;NA;1
2023-2024;238;SRV02855;authentication;NA;2
2023-2024;238;SRV02855;application;NA;3
2023-2024;238;SRV02855;decision;NA;4
2023-2024;238;SRV02855;issuance;NA;5
2023-2024;238;SRV02855;issue_resolution_feedback;NA;6
2023-2024;238;SRV02856;account_registration;NA;1
2023-2024;238;SRV02856;authentication;NA;2
2023-2024;238;SRV02856;application;NA;3
2023-2024;238;SRV02856;decision;NA;4
2023-2024;238;SRV02856;issuance;NA;5
2023-2024;238;SRV02856;issue_resolution_feedback;NA;6
2023-2024;238;SRV02857;account_registration;NA;1
2023-2024;238;SRV02857;authentication;NA;2
2023-2024;238;SRV02857;application;NA;3
2023-2024;238;SRV02857;decision;NA;4
2023-2024;238;SRV02857;issuance;NA;5
2023-2024;238;SRV02857;issue_resolution_feedback;NA;6
2023-2024;126;SRV02859;account_registration;Y;1
2023-2024;126;SRV02859;authentication;Y;2
2023-2024;126;SRV02859;application;Y;3
2023-2024;126;SRV02859;decision;N;4
2023-2024;126;SRV02859;issuance;N;5
2023-2024;126;SRV02859;issue_resolution_feedback;N;6
2021-2022;126;SRV02860;account_registration;Y;1
2021-2022;126;SRV02860;authentication;N;2
2021-2022;126;SRV02860;application;N;3
2021-2022;126;SRV02860;decision;N;4
2021-2022;126;SRV02860;issuance;N;5
2021-2022;126;SRV02860;issue_resolution_feedback;N;6
2021-2022;126;SRV02862;account_registration;Y;1
2021-2022;126;SRV02862;authentication;Y;2
2021-2022;126;SRV02862;application;Y;3
2021-2022;126;SRV02862;decision;Y;4
2021-2022;126;SRV02862;issuance;Y;5
2021-2022;126;SRV02862;issue_resolution_feedback;Y;6
2023-2024;63;SRV02863;account_registration;NA;1
2023-2024;63;SRV02863;authentication;NA;2
2023-2024;63;SRV02863;application;NA;3
2023-2024;63;SRV02863;decision;Y;4
2023-2024;63;SRV02863;issuance;NA;5
2023-2024;63;SRV02863;issue_resolution_feedback;NA;6
2023-2024;127;SRV02864;account_registration;NA;1
2023-2024;127;SRV02864;authentication;NA;2
2023-2024;127;SRV02864;application;Y;3
2023-2024;127;SRV02864;decision;NA;4
2023-2024;127;SRV02864;issuance;NA;5
2023-2024;127;SRV02864;issue_resolution_feedback;Y;6
2023-2024;127;SRV02865;account_registration;NA;1
2023-2024;127;SRV02865;authentication;NA;2
2023-2024;127;SRV02865;application;N;3
2023-2024;127;SRV02865;decision;N;4
2023-2024;127;SRV02865;issuance;N;5
2023-2024;127;SRV02865;issue_resolution_feedback;NA;6
2023-2024;137;SRV02866;account_registration;N;1
2023-2024;137;SRV02866;authentication;N;2
2023-2024;137;SRV02866;application;N;3
2023-2024;137;SRV02866;decision;N;4
2023-2024;137;SRV02866;issuance;N;5
2023-2024;137;SRV02866;issue_resolution_feedback;N;6
2023-2024;137;SRV02867;account_registration;N;1
2023-2024;137;SRV02867;authentication;N;2
2023-2024;137;SRV02867;application;N;3
2023-2024;137;SRV02867;decision;N;4
2023-2024;137;SRV02867;issuance;N;5
2023-2024;137;SRV02867;issue_resolution_feedback;N;6
2021-2022;127;SRV02868;account_registration;NA;1
2021-2022;127;SRV02868;authentication;N;2
2021-2022;127;SRV02868;application;N;3
2021-2022;127;SRV02868;decision;N;4
2021-2022;127;SRV02868;issuance;N;5
2021-2022;127;SRV02868;issue_resolution_feedback;N;6
2023-2024;126;SRV02869;account_registration;N;1
2023-2024;126;SRV02869;authentication;Y;2
2023-2024;126;SRV02869;application;Y;3
2023-2024;126;SRV02869;decision;Y;4
2023-2024;126;SRV02869;issuance;Y;5
2023-2024;126;SRV02869;issue_resolution_feedback;NA;6
2023-2024;126;SRV02870;account_registration;Y;1
2023-2024;126;SRV02870;authentication;Y;2
2023-2024;126;SRV02870;application;Y;3
2023-2024;126;SRV02870;decision;Y;4
2023-2024;126;SRV02870;issuance;NA;5
2023-2024;126;SRV02870;issue_resolution_feedback;NA;6
2021-2022;126;SRV02871;account_registration;NA;1
2021-2022;126;SRV02871;authentication;Y;2
2021-2022;126;SRV02871;application;NA;3
2021-2022;126;SRV02871;decision;Y;4
2021-2022;126;SRV02871;issuance;Y;5
2021-2022;126;SRV02871;issue_resolution_feedback;Y;6
2021-2022;126;SRV02872;account_registration;N;1
2021-2022;126;SRV02872;authentication;Y;2
2021-2022;126;SRV02872;application;NA;3
2021-2022;126;SRV02872;decision;NA;4
2021-2022;126;SRV02872;issuance;Y;5
2021-2022;126;SRV02872;issue_resolution_feedback;NA;6
2023-2024;95;SRV02873;account_registration;N;1
2023-2024;95;SRV02873;authentication;N;2
2023-2024;95;SRV02873;application;N;3
2023-2024;95;SRV02873;decision;N;4
2023-2024;95;SRV02873;issuance;N;5
2023-2024;95;SRV02873;issue_resolution_feedback;N;6
2023-2024;126;SRV02874;account_registration;N;1
2023-2024;126;SRV02874;authentication;Y;2
2023-2024;126;SRV02874;application;N;3
2023-2024;126;SRV02874;decision;N;4
2023-2024;126;SRV02874;issuance;N;5
2023-2024;126;SRV02874;issue_resolution_feedback;N;6
2023-2024;95;SRV02875;account_registration;Y;1
2023-2024;95;SRV02875;authentication;NA;2
2023-2024;95;SRV02875;application;Y;3
2023-2024;95;SRV02875;decision;Y;4
2023-2024;95;SRV02875;issuance;Y;5
2023-2024;95;SRV02875;issue_resolution_feedback;Y;6
2023-2024;135;SRV02876;account_registration;NA;1
2023-2024;135;SRV02876;authentication;NA;2
2023-2024;135;SRV02876;application;NA;3
2023-2024;135;SRV02876;decision;NA;4
2023-2024;135;SRV02876;issuance;NA;5
2023-2024;135;SRV02876;issue_resolution_feedback;NA;6
2023-2024;95;SRV02877;account_registration;Y;1
2023-2024;95;SRV02877;authentication;NA;2
2023-2024;95;SRV02877;application;Y;3
2023-2024;95;SRV02877;decision;NA;4
2023-2024;95;SRV02877;issuance;Y;5
2023-2024;95;SRV02877;issue_resolution_feedback;Y;6
2023-2024;95;SRV02878;account_registration;Y;1
2023-2024;95;SRV02878;authentication;NA;2
2023-2024;95;SRV02878;application;Y;3
2023-2024;95;SRV02878;decision;NA;4
2023-2024;95;SRV02878;issuance;Y;5
2023-2024;95;SRV02878;issue_resolution_feedback;Y;6
2023-2024;95;SRV02879;account_registration;Y;1
2023-2024;95;SRV02879;authentication;N;2
2023-2024;95;SRV02879;application;N;3
2023-2024;95;SRV02879;decision;N;4
2023-2024;95;SRV02879;issuance;Y;5
2023-2024;95;SRV02879;issue_resolution_feedback;Y;6
2023-2024;95;SRV02880;account_registration;Y;1
2023-2024;95;SRV02880;authentication;NA;2
2023-2024;95;SRV02880;application;NA;3
2023-2024;95;SRV02880;decision;NA;4
2023-2024;95;SRV02880;issuance;Y;5
2023-2024;95;SRV02880;issue_resolution_feedback;N;6
2023-2024;263;SRV02881;account_registration;N;1
2023-2024;263;SRV02881;authentication;N;2
2023-2024;263;SRV02881;application;N;3
2023-2024;263;SRV02881;decision;N;4
2023-2024;263;SRV02881;issuance;N;5
2023-2024;263;SRV02881;issue_resolution_feedback;N;6
2023-2024;95;SRV02882;account_registration;Y;1
2023-2024;95;SRV02882;authentication;Y;2
2023-2024;95;SRV02882;application;Y;3
2023-2024;95;SRV02882;decision;N;4
2023-2024;95;SRV02882;issuance;Y;5
2023-2024;95;SRV02882;issue_resolution_feedback;Y;6
2023-2024;95;SRV02884;account_registration;Y;1
2023-2024;95;SRV02884;authentication;NA;2
2023-2024;95;SRV02884;application;NA;3
2023-2024;95;SRV02884;decision;NA;4
2023-2024;95;SRV02884;issuance;Y;5
2023-2024;95;SRV02884;issue_resolution_feedback;Y;6
2021-2022;126;SRV02885;account_registration;NA;1
2021-2022;126;SRV02885;authentication;NA;2
2021-2022;126;SRV02885;application;NA;3
2021-2022;126;SRV02885;decision;NA;4
2021-2022;126;SRV02885;issuance;NA;5
2021-2022;126;SRV02885;issue_resolution_feedback;Y;6
2023-2024;263;SRV02886;account_registration;Y;1
2023-2024;263;SRV02886;authentication;Y;2
2023-2024;263;SRV02886;application;Y;3
2023-2024;263;SRV02886;decision;Y;4
2023-2024;263;SRV02886;issuance;Y;5
2023-2024;263;SRV02886;issue_resolution_feedback;Y;6
2023-2024;263;SRV02887;account_registration;NA;1
2023-2024;263;SRV02887;authentication;NA;2
2023-2024;263;SRV02887;application;NA;3
2023-2024;263;SRV02887;decision;NA;4
2023-2024;263;SRV02887;issuance;NA;5
2023-2024;263;SRV02887;issue_resolution_feedback;NA;6
