fiscal_yr;org_id;service_id;online_interaction_point;activation;online_interaction_point_sort
2021-2022;348;1768;issuance;NA;5
2021-2022;348;1768;issue_resolution_feedback;NA;6
2021-2022;348;1769;account_registration;NA;1
2021-2022;348;1769;authentication;NA;2
2021-2022;348;1769;application;NA;3
2021-2022;348;1769;decision;NA;4
2021-2022;348;1769;issuance;NA;5
2021-2022;348;1769;issue_resolution_feedback;NA;6
2023-2024;348;1770;account_registration;NA;1
2023-2024;348;1770;authentication;NA;2
2023-2024;348;1770;application;NA;3
2023-2024;348;1770;decision;NA;4
2023-2024;348;1770;issuance;NA;5
2023-2024;348;1770;issue_resolution_feedback;NA;6
2021-2022;348;1771;account_registration;NA;1
2021-2022;348;1771;authentication;NA;2
2021-2022;348;1771;application;NA;3
2021-2022;348;1771;decision;NA;4
2021-2022;348;1771;issuance;NA;5
2021-2022;348;1771;issue_resolution_feedback;NA;6
2019-2020;237;1772;account_registration;NA;1
2019-2020;237;1772;authentication;NA;2
2019-2020;237;1772;application;NA;3
2019-2020;237;1772;decision;NA;4
2019-2020;237;1772;issuance;NA;5
2019-2020;237;1772;issue_resolution_feedback;NA;6
2019-2020;237;1773;account_registration;NA;1
2019-2020;237;1773;authentication;NA;2
2019-2020;237;1773;application;NA;3
2019-2020;237;1773;decision;NA;4
2019-2020;237;1773;issuance;NA;5
2019-2020;237;1773;issue_resolution_feedback;NA;6
2019-2020;237;1774;account_registration;NA;1
2019-2020;237;1774;authentication;NA;2
2019-2020;237;1774;application;NA;3
2019-2020;237;1774;decision;NA;4
2019-2020;237;1774;issuance;NA;5
2019-2020;237;1774;issue_resolution_feedback;NA;6
2019-2020;237;1775;account_registration;NA;1
2019-2020;237;1775;authentication;NA;2
2019-2020;237;1775;application;NA;3
2019-2020;237;1775;decision;NA;4
2019-2020;237;1775;issuance;NA;5
2019-2020;237;1775;issue_resolution_feedback;NA;6
2019-2020;237;1776;account_registration;NA;1
2019-2020;237;1776;authentication;NA;2
2019-2020;237;1776;application;NA;3
2019-2020;237;1776;decision;NA;4
2019-2020;237;1776;issuance;NA;5
2019-2020;237;1776;issue_resolution_feedback;NA;6
2018-2019;237;1777;account_registration;Y;1
2018-2019;237;1777;authentication;Y;2
2018-2019;237;1777;application;Y;3
2018-2019;237;1777;decision;Y;4
2018-2019;237;1777;issuance;Y;5
2018-2019;237;1777;issue_resolution_feedback;Y;6
2023-2024;348;1778;account_registration;NA;1
2023-2024;348;1778;authentication;NA;2
2023-2024;348;1778;application;NA;3
2023-2024;348;1778;decision;NA;4
2023-2024;348;1778;issuance;NA;5
2023-2024;348;1778;issue_resolution_feedback;NA;6
2019-2020;237;1779;account_registration;Y;1
2019-2020;237;1779;authentication;N;2
2019-2020;237;1779;application;Y;3
2019-2020;237;1779;decision;N;4
2019-2020;237;1779;issuance;NA;5
2019-2020;237;1779;issue_resolution_feedback;NA;6
2023-2024;306;178;account_registration;Y;1
2023-2024;306;178;authentication;Y;2
2023-2024;306;178;application;Y;3
2023-2024;306;178;decision;Y;4
2023-2024;306;178;issuance;Y;5
2023-2024;306;178;issue_resolution_feedback;Y;6
2019-2020;237;1780;account_registration;NA;1
2019-2020;237;1780;authentication;NA;2
2019-2020;237;1780;application;NA;3
2019-2020;237;1780;decision;NA;4
2019-2020;237;1780;issuance;NA;5
2019-2020;237;1780;issue_resolution_feedback;NA;6
2019-2020;237;1781;account_registration;NA;1
2019-2020;237;1781;authentication;NA;2
2019-2020;237;1781;application;NA;3
2019-2020;237;1781;decision;NA;4
2019-2020;237;1781;issuance;NA;5
2019-2020;237;1781;issue_resolution_feedback;NA;6
2018-2019;237;1782;account_registration;NA;1
2018-2019;237;1782;authentication;NA;2
2018-2019;237;1782;application;NA;3
2018-2019;237;1782;decision;NA;4
2018-2019;237;1782;issuance;NA;5
2018-2019;237;1782;issue_resolution_feedback;NA;6
2023-2024;348;1783;account_registration;NA;1
2023-2024;348;1783;authentication;NA;2
2023-2024;348;1783;application;NA;3
2023-2024;348;1783;decision;NA;4
2023-2024;348;1783;issuance;NA;5
2023-2024;348;1783;issue_resolution_feedback;NA;6
2018-2019;237;1784;account_registration;NA;1
2018-2019;237;1784;authentication;NA;2
2018-2019;237;1784;application;NA;3
2018-2019;237;1784;decision;NA;4
2018-2019;237;1784;issuance;NA;5
2018-2019;237;1784;issue_resolution_feedback;NA;6
2019-2020;237;1785;account_registration;Y;1
2019-2020;237;1785;authentication;NA;2
2019-2020;237;1785;application;Y;3
2019-2020;237;1785;decision;NA;4
2019-2020;237;1785;issuance;NA;5
2019-2020;237;1785;issue_resolution_feedback;NA;6
2023-2024;348;1786;account_registration;NA;1
2023-2024;348;1786;authentication;NA;2
2023-2024;348;1786;application;NA;3
2023-2024;348;1786;decision;NA;4
2023-2024;348;1786;issuance;NA;5
2023-2024;348;1786;issue_resolution_feedback;NA;6
2019-2020;237;1789;account_registration;NA;1
2019-2020;237;1789;authentication;NA;2
2019-2020;237;1789;application;NA;3
2019-2020;237;1789;decision;NA;4
2019-2020;237;1789;issuance;NA;5
2019-2020;237;1789;issue_resolution_feedback;NA;6
2019-2020;237;1790;account_registration;NA;1
2019-2020;237;1790;authentication;NA;2
2019-2020;237;1790;application;NA;3
2019-2020;237;1790;decision;NA;4
2019-2020;237;1790;issuance;NA;5
2019-2020;237;1790;issue_resolution_feedback;NA;6
2023-2024;348;1791;account_registration;NA;1
2023-2024;348;1791;authentication;NA;2
2023-2024;348;1791;application;NA;3
2023-2024;348;1791;decision;NA;4
2023-2024;348;1791;issuance;NA;5
2023-2024;348;1791;issue_resolution_feedback;N;6
2023-2024;282;1792;account_registration;N;1
2023-2024;282;1792;authentication;N;2
2023-2024;282;1792;application;Y;3
2023-2024;282;1792;decision;Y;4
2023-2024;282;1792;issuance;Y;5
2023-2024;282;1792;issue_resolution_feedback;Y;6
2023-2024;282;1793;account_registration;Y;1
2023-2024;282;1793;authentication;Y;2
2023-2024;282;1793;application;Y;3
2023-2024;282;1793;decision;Y;4
2023-2024;282;1793;issuance;Y;5
2023-2024;282;1793;issue_resolution_feedback;Y;6
2023-2024;282;1794;account_registration;Y;1
2023-2024;282;1794;authentication;Y;2
2023-2024;282;1794;application;Y;3
2023-2024;282;1794;decision;Y;4
2023-2024;282;1794;issuance;Y;5
2023-2024;282;1794;issue_resolution_feedback;Y;6
2023-2024;348;1795;account_registration;NA;1
2023-2024;348;1795;authentication;NA;2
2023-2024;348;1795;application;NA;3
2023-2024;348;1795;decision;NA;4
2023-2024;348;1795;issuance;NA;5
2023-2024;348;1795;issue_resolution_feedback;NA;6
2023-2024;282;1796;account_registration;Y;1
2023-2024;282;1796;authentication;Y;2
2023-2024;282;1796;application;Y;3
2023-2024;282;1796;decision;Y;4
2023-2024;282;1796;issuance;Y;5
2023-2024;282;1796;issue_resolution_feedback;Y;6
2023-2024;348;1797;account_registration;NA;1
2023-2024;348;1797;authentication;NA;2
2023-2024;348;1797;application;NA;3
2023-2024;348;1797;decision;NA;4
2023-2024;348;1797;issuance;NA;5
2023-2024;348;1797;issue_resolution_feedback;NA;6
2023-2024;348;1798;account_registration;NA;1
2023-2024;348;1798;authentication;NA;2
2023-2024;348;1798;application;NA;3
2023-2024;348;1798;decision;NA;4
2023-2024;348;1798;issuance;NA;5
2023-2024;348;1798;issue_resolution_feedback;NA;6
2023-2024;348;1799;account_registration;NA;1
2023-2024;348;1799;authentication;NA;2
2023-2024;348;1799;application;NA;3
2023-2024;348;1799;decision;NA;4
2023-2024;348;1799;issuance;NA;5
2023-2024;348;1799;issue_resolution_feedback;NA;6
2023-2024;47;18;account_registration;Y;1
2023-2024;47;18;authentication;Y;2
2023-2024;47;18;application;NA;3
2023-2024;47;18;decision;NA;4
2023-2024;47;18;issuance;NA;5
2023-2024;47;18;issue_resolution_feedback;Y;6
2023-2024;348;1800;account_registration;NA;1
2023-2024;348;1800;authentication;NA;2
2023-2024;348;1800;application;NA;3
2023-2024;348;1800;decision;NA;4
2023-2024;348;1800;issuance;NA;5
2023-2024;348;1800;issue_resolution_feedback;NA;6
2022-2023;348;1801;account_registration;NA;1
2022-2023;348;1801;authentication;NA;2
2022-2023;348;1801;application;NA;3
2022-2023;348;1801;decision;NA;4
2022-2023;348;1801;issuance;NA;5
2022-2023;348;1801;issue_resolution_feedback;N;6
2023-2024;348;1802;account_registration;NA;1
2023-2024;348;1802;authentication;NA;2
2023-2024;348;1802;application;NA;3
2023-2024;348;1802;decision;NA;4
2023-2024;348;1802;issuance;NA;5
2023-2024;348;1802;issue_resolution_feedback;NA;6
2023-2024;348;1803;account_registration;NA;1
2023-2024;348;1803;authentication;NA;2
2023-2024;348;1803;application;NA;3
2023-2024;348;1803;decision;NA;4
2023-2024;348;1803;issuance;NA;5
2023-2024;348;1803;issue_resolution_feedback;NA;6
2023-2024;348;1804;account_registration;NA;1
2023-2024;348;1804;authentication;NA;2
2023-2024;348;1804;application;NA;3
2023-2024;348;1804;decision;NA;4
2023-2024;348;1804;issuance;NA;5
2023-2024;348;1804;issue_resolution_feedback;NA;6
2023-2024;348;1805;account_registration;NA;1
2023-2024;348;1805;authentication;NA;2
2023-2024;348;1805;application;Y;3
2023-2024;348;1805;decision;NA;4
2023-2024;348;1805;issuance;NA;5
2023-2024;348;1805;issue_resolution_feedback;NA;6
2023-2024;348;1806;account_registration;NA;1
2023-2024;348;1806;authentication;NA;2
2023-2024;348;1806;application;NA;3
2023-2024;348;1806;decision;NA;4
2023-2024;348;1806;issuance;NA;5
2023-2024;348;1806;issue_resolution_feedback;NA;6
2023-2024;348;1807;account_registration;NA;1
2023-2024;348;1807;authentication;NA;2
2023-2024;348;1807;application;NA;3
2023-2024;348;1807;decision;NA;4
2023-2024;348;1807;issuance;NA;5
2023-2024;348;1807;issue_resolution_feedback;NA;6
2023-2024;348;1808;account_registration;NA;1
2023-2024;348;1808;authentication;NA;2
2023-2024;348;1808;application;NA;3
2023-2024;348;1808;decision;NA;4
2023-2024;348;1808;issuance;NA;5
2023-2024;348;1808;issue_resolution_feedback;NA;6
2023-2024;348;1809;account_registration;NA;1
2023-2024;348;1809;authentication;NA;2
2023-2024;348;1809;application;NA;3
2023-2024;348;1809;decision;NA;4
2023-2024;348;1809;issuance;NA;5
2023-2024;348;1809;issue_resolution_feedback;NA;6
2023-2024;348;1810;account_registration;NA;1
2023-2024;348;1810;authentication;NA;2
2023-2024;348;1810;application;NA;3
2023-2024;348;1810;decision;NA;4
2023-2024;348;1810;issuance;NA;5
2023-2024;348;1810;issue_resolution_feedback;NA;6
2023-2024;348;1811;account_registration;NA;1
2023-2024;348;1811;authentication;NA;2
2023-2024;348;1811;application;NA;3
2023-2024;348;1811;decision;NA;4
2023-2024;348;1811;issuance;NA;5
2023-2024;348;1811;issue_resolution_feedback;NA;6
2023-2024;348;1812;account_registration;NA;1
2023-2024;348;1812;authentication;NA;2
2023-2024;348;1812;application;NA;3
2023-2024;348;1812;decision;NA;4
2023-2024;348;1812;issuance;NA;5
2023-2024;348;1812;issue_resolution_feedback;NA;6
2023-2024;348;1813;account_registration;NA;1
2023-2024;348;1813;authentication;NA;2
2023-2024;348;1813;application;NA;3
2023-2024;348;1813;decision;NA;4
2023-2024;348;1813;issuance;NA;5
2023-2024;348;1813;issue_resolution_feedback;NA;6
2023-2024;348;1814;account_registration;NA;1
2023-2024;348;1814;authentication;NA;2
2023-2024;348;1814;application;NA;3
2023-2024;348;1814;decision;NA;4
2023-2024;348;1814;issuance;NA;5
2023-2024;348;1814;issue_resolution_feedback;NA;6
2023-2024;76;1817;account_registration;Y;1
2023-2024;76;1817;authentication;Y;2
2023-2024;76;1817;application;Y;3
2023-2024;76;1817;decision;Y;4
2023-2024;76;1817;issuance;Y;5
2023-2024;76;1817;issue_resolution_feedback;Y;6
2021-2022;539;1818;account_registration;Y;1
2021-2022;539;1818;authentication;N;2
2021-2022;539;1818;application;Y;3
2021-2022;539;1818;decision;N;4
2021-2022;539;1818;issuance;N;5
2021-2022;539;1818;issue_resolution_feedback;N;6
2021-2022;266;1821;account_registration;Y;1
2021-2022;266;1821;authentication;Y;2
2021-2022;266;1821;application;Y;3
2021-2022;266;1821;decision;Y;4
2021-2022;266;1821;issuance;Y;5
2021-2022;266;1821;issue_resolution_feedback;NA;6
2023-2024;266;1822;account_registration;NA;1
2023-2024;266;1822;authentication;NA;2
2023-2024;266;1822;application;NA;3
2023-2024;266;1822;decision;NA;4
2023-2024;266;1822;issuance;NA;5
2023-2024;266;1822;issue_resolution_feedback;NA;6
2023-2024;247;1823;account_registration;NA;1
2023-2024;247;1823;authentication;NA;2
2023-2024;247;1823;application;NA;3
2023-2024;247;1823;decision;NA;4
2023-2024;247;1823;issuance;NA;5
2023-2024;247;1823;issue_resolution_feedback;NA;6
2023-2024;247;1824;account_registration;NA;1
2023-2024;247;1824;authentication;NA;2
2023-2024;247;1824;application;NA;3
2023-2024;247;1824;decision;NA;4
2023-2024;247;1824;issuance;NA;5
2023-2024;247;1824;issue_resolution_feedback;NA;6
2023-2024;247;1825;account_registration;NA;1
2023-2024;247;1825;authentication;NA;2
2023-2024;247;1825;application;NA;3
2023-2024;247;1825;decision;NA;4
2023-2024;247;1825;issuance;NA;5
2023-2024;247;1825;issue_resolution_feedback;NA;6
2018-2019;237;1827;account_registration;NA;1
2018-2019;237;1827;authentication;NA;2
2018-2019;237;1827;application;NA;3
2018-2019;237;1827;decision;NA;4
2018-2019;237;1827;issuance;NA;5
2018-2019;237;1827;issue_resolution_feedback;NA;6
2019-2020;237;1828;account_registration;NA;1
2019-2020;237;1828;authentication;NA;2
2019-2020;237;1828;application;NA;3
2019-2020;237;1828;decision;NA;4
2019-2020;237;1828;issuance;NA;5
2019-2020;237;1828;issue_resolution_feedback;NA;6
2018-2019;237;1829;account_registration;NA;1
2018-2019;237;1829;authentication;NA;2
2018-2019;237;1829;application;NA;3
2018-2019;237;1829;decision;NA;4
2018-2019;237;1829;issuance;NA;5
2018-2019;237;1829;issue_resolution_feedback;NA;6
2018-2019;237;1830;account_registration;NA;1
2018-2019;237;1830;authentication;NA;2
2018-2019;237;1830;application;NA;3
2018-2019;237;1830;decision;NA;4
2018-2019;237;1830;issuance;NA;5
2018-2019;237;1830;issue_resolution_feedback;NA;6
2019-2020;98;1831;account_registration;N;1
2019-2020;98;1831;authentication;N;2
2019-2020;98;1831;application;N;3
2019-2020;98;1831;decision;N;4
2019-2020;98;1831;issuance;N;5
2019-2020;98;1831;issue_resolution_feedback;N;6
2022-2023;98;1832;account_registration;N;1
2022-2023;98;1832;authentication;N;2
2022-2023;98;1832;application;N;3
2022-2023;98;1832;decision;N;4
2022-2023;98;1832;issuance;N;5
2022-2023;98;1832;issue_resolution_feedback;N;6
2022-2023;98;1833;account_registration;N;1
2022-2023;98;1833;authentication;N;2
2022-2023;98;1833;application;N;3
2022-2023;98;1833;decision;N;4
2022-2023;98;1833;issuance;N;5
2022-2023;98;1833;issue_resolution_feedback;N;6
2018-2019;237;1834;account_registration;NA;1
2018-2019;237;1834;authentication;NA;2
2018-2019;237;1834;application;N;3
2018-2019;237;1834;decision;Y;4
2018-2019;237;1834;issuance;NA;5
2018-2019;237;1834;issue_resolution_feedback;NA;6
2020-2021;222;1835;account_registration;N;1
2020-2021;222;1835;authentication;N;2
2020-2021;222;1835;application;N;3
2020-2021;222;1835;decision;N;4
2020-2021;222;1835;issuance;N;5
2020-2021;222;1835;issue_resolution_feedback;N;6
2020-2021;126;1836;account_registration;NA;1
2020-2021;126;1836;authentication;NA;2
2020-2021;126;1836;application;NA;3
2020-2021;126;1836;decision;NA;4
2020-2021;126;1836;issuance;NA;5
2020-2021;126;1836;issue_resolution_feedback;NA;6
2023-2024;122;1837;account_registration;Y;1
2023-2024;122;1837;authentication;Y;2
2023-2024;122;1837;application;Y;3
2023-2024;122;1837;decision;N;4
2023-2024;122;1837;issuance;Y;5
2023-2024;122;1837;issue_resolution_feedback;N;6
2020-2021;126;1839;account_registration;N;1
2020-2021;126;1839;authentication;N;2
2020-2021;126;1839;application;N;3
2020-2021;126;1839;decision;N;4
2020-2021;126;1839;issuance;N;5
2020-2021;126;1839;issue_resolution_feedback;N;6
2019-2020;126;1840;account_registration;N;1
2019-2020;126;1840;authentication;N;2
2019-2020;126;1840;application;N;3
2019-2020;126;1840;decision;N;4
2019-2020;126;1840;issuance;N;5
2019-2020;126;1840;issue_resolution_feedback;Y;6
2022-2023;199;1844;account_registration;N;1
2022-2023;199;1844;authentication;N;2
2022-2023;199;1844;application;Y;3
2022-2023;199;1844;decision;N;4
2022-2023;199;1844;issuance;N;5
2022-2023;199;1844;issue_resolution_feedback;N;6
2022-2023;199;1845;account_registration;N;1
2022-2023;199;1845;authentication;N;2
2022-2023;199;1845;application;N;3
2022-2023;199;1845;decision;N;4
2022-2023;199;1845;issuance;N;5
2022-2023;199;1845;issue_resolution_feedback;N;6
2022-2023;199;1848;account_registration;N;1
2022-2023;199;1848;authentication;N;2
2022-2023;199;1848;application;Y;3
2022-2023;199;1848;decision;N;4
2022-2023;199;1848;issuance;N;5
2022-2023;199;1848;issue_resolution_feedback;N;6
2021-2022;305;1849;account_registration;Y;1
2021-2022;305;1849;authentication;N;2
2021-2022;305;1849;application;Y;3
2021-2022;305;1849;decision;N;4
2021-2022;305;1849;issuance;N;5
2021-2022;305;1849;issue_resolution_feedback;N;6
2022-2023;199;1850;account_registration;N;1
2022-2023;199;1850;authentication;N;2
2022-2023;199;1850;application;N;3
2022-2023;199;1850;decision;N;4
2022-2023;199;1850;issuance;N;5
2022-2023;199;1850;issue_resolution_feedback;N;6
2022-2023;199;1851;account_registration;N;1
2022-2023;199;1851;authentication;N;2
2022-2023;199;1851;application;Y;3
2022-2023;199;1851;decision;N;4
2022-2023;199;1851;issuance;N;5
2022-2023;199;1851;issue_resolution_feedback;N;6
2023-2024;199;1854;account_registration;N;1
2023-2024;199;1854;authentication;N;2
2023-2024;199;1854;application;Y;3
2023-2024;199;1854;decision;N;4
2023-2024;199;1854;issuance;N;5
2023-2024;199;1854;issue_resolution_feedback;N;6
2023-2024;126;1855;account_registration;NA;1
2023-2024;126;1855;authentication;NA;2
2023-2024;126;1855;application;NA;3
2023-2024;126;1855;decision;NA;4
2023-2024;126;1855;issuance;NA;5
2023-2024;126;1855;issue_resolution_feedback;Y;6
2023-2024;126;1856;account_registration;NA;1
2023-2024;126;1856;authentication;NA;2
2023-2024;126;1856;application;NA;3
2023-2024;126;1856;decision;NA;4
2023-2024;126;1856;issuance;NA;5
2023-2024;126;1856;issue_resolution_feedback;NA;6
2021-2022;126;1857;account_registration;Y;1
2021-2022;126;1857;authentication;Y;2
2021-2022;126;1857;application;Y;3
2021-2022;126;1857;decision;Y;4
2021-2022;126;1857;issuance;Y;5
2021-2022;126;1857;issue_resolution_feedback;Y;6
2019-2020;126;1858;account_registration;NA;1
2019-2020;126;1858;authentication;NA;2
2019-2020;126;1858;application;NA;3
2019-2020;126;1858;decision;NA;4
2019-2020;126;1858;issuance;NA;5
2019-2020;126;1858;issue_resolution_feedback;NA;6
2021-2022;126;1859;account_registration;N;1
2021-2022;126;1859;authentication;N;2
2021-2022;126;1859;application;N;3
2021-2022;126;1859;decision;N;4
2021-2022;126;1859;issuance;N;5
2021-2022;126;1859;issue_resolution_feedback;N;6
2020-2021;126;1860;account_registration;NA;1
2020-2021;126;1860;authentication;NA;2
2020-2021;126;1860;application;NA;3
2020-2021;126;1860;decision;NA;4
2020-2021;126;1860;issuance;NA;5
2020-2021;126;1860;issue_resolution_feedback;NA;6
2021-2022;126;1861;account_registration;NA;1
2021-2022;126;1861;authentication;NA;2
