FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,CR_EN_NM,CR_FR_NM,OP_ATH_AVLBL_AMT,OP_ATHRTY_CY_AMT,CP_ATH_AVLBL_AMT,CP_ATHRTY_CY_AMT,TP_ATH_AVLBL_AMT,TP_ATHRTY_CY_AMT,RVN_ATH_AVLBL_AMT,RVN_ATHRTY_CY_AMT,NB_ATH_AVLBL_AMT,NB_ATHRTY_CY_AMT
2016/2017,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Fisheries and Oceans,Pêches et Océans,Search and Rescue Services,Services de recherche et sauvetage,26987248,26694342,134280,134279,5521000,5521000,0,0,0,0
2016/2017,21,Public Safety and Emergency Preparedness,Sécurité publique et Protection civile,085,Canada Border Services Agency,Agence des services frontaliers du Canada,Secure and Trusted Partnerships,Partenariats sûrs et fiables,50150798,37551054,6295521,2937040,0,0,10154133,10154133,0,0
2016/2017,21,Public Safety and Emergency Preparedness,Sécurité publique et Protection civile,095,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,Security Screening Program,Programme de filtrage de sécurité,50461304,43288431,0,0,0,0,0,0,0,0
2016/2017,20,Public Services and Procurement,Services publics et Approvisionnement,127,Public Works and Government Services,Travaux publics et Services gouvernementaux,Seized Property Management,Administration des biens saisis,0,0,0,0,0,0,0,0,68177034,-2176577
2016/2017,18,Parliament,Parlement,009,Senate,Sénat,Senators and their Offices,Sénateurs et bureaux des sénateurs,40813011,38842130,0,0,48283,48283,0,0,0,0
2016/2017,12,"Families, Children and Social Development","Famille, Enfants et Développement social",014,Employment and Social Development,Emploi et Développement social,Service Network Supporting Government Departments,Réseau de services à l'appui des ministères du gouvernement,65086542,57983718,0,0,0,0,8209561,7110741,0,0
2016/2017,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Fisheries and Oceans,Pêches et Océans,Shore-Based Asset Readiness,État de préparation des actifs terrestres,113896254,86198004,56110575,42510575,0,0,12423200,11479840,0,0
2016/2017,16,National Defence,Défense nationale,165,Communications Security Establishment,Centre de la sécurité des télécommunications,Signals Intelligence,Renseignement électromagnétique,434422421,421284315,0,0,0,0,0,0,0,0
2016/2017,12,"Families, Children and Social Development","Famille, Enfants et Développement social",014,Employment and Social Development,Emploi et Développement social,Skills and Employment,Compétences et emploi,1133475530,1097417453,0,0,1756421946,1636861777,917829753,894751748,0,0
2016/2017,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",033,Industry,Industrie,"Small Business Research, Financing and Services","Recherche, financement et services pour les petites entreprises",15926344,16119767,0,0,70090222,70090222,0,0,0,0
2016/2017,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Fisheries and Oceans,Pêches et Océans,Small Craft Harbours,Ports pour petits bateaux,62563334,56792495,246781175,234891272,4501444,4490919,0,0,0,0
2016/2017,12,"Families, Children and Social Development","Famille, Enfants et Développement social",014,Employment and Social Development,Emploi et Développement social,Social Development,Développement social,34422398,32933044,0,0,2232015802,2206824331,0,0,0,0
2016/2017,13,Indigenous and Northern Affairs,Affaires autochtones et du Nord,042,Indian Affairs and Northern Development,Affaires indiennes et du Nord canadien,Social Development,Développement social,16932716,16834231,0,0,1863801887,1863801887,0,0,0,0
2016/2017,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",054,Statistics Canada,Statistique Canada,Socio-economic Statistics,Statistique socioéconomique,99420646,99346940,0,0,0,0,0,0,0,0
2016/2017,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",119,Canadian Space Agency,Agence spatiale canadienne,"Space Data, Information and Services","Données, informations et services spatiaux",37134698,24447286,186367509,139960024,6392000,6225619,0,0,0,0
2016/2017,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",119,Canadian Space Agency,Agence spatiale canadienne,Space Exploration,Exploration spatiale,86981543,82494860,13145714,8437899,1600500,1378229,0,0,0,0
2016/2017,11,Health,Santé,022,Health,Santé,Specialized Health Services,Services de santé spécialisés,38261355,28328774,0,0,0,0,23339526,14740122,0,0
2016/2017,20,Public Services and Procurement,Services publics et Approvisionnement,127,Public Works and Government Services,Travaux publics et Services gouvernementaux,Specialized Programs and Services,Programmes et services spécialisés,159840616,155255321,6091457,6091457,0,0,132612624,129874124,0,0
2016/2017,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Fisheries and Oceans,Pêches et Océans,Species at Risk,Espèces en péril,20557779,20557779,55204,51954,0,0,0,0,0,0
2016/2017,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",033,Industry,Industrie,"Spectrum, Telecommunications, and the Digital Economy","Spectre, télécommunications et économie numérique",92132922,89144698,14996343,10132195,5693000,5693000,6643184,6643184,0,0
2016/2017,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,Sport,Sport,11941631,12100035,1172523,476318,198075428,198074354,0,0,0,0
2016/2017,20,Public Services and Procurement,Services publics et Approvisionnement,004,Public Service Commission,Commission de la fonction publique,Staffing Services and Assessment,Services de dotation et d'évaluation,38338903,31542571,0,0,0,0,14252000,8506135,0,0
2016/2017,20,Public Services and Procurement,Services publics et Approvisionnement,004,Public Service Commission,Commission de la fonction publique,Staffing System Integrity and Political Impartiality,Intégrité du système de dotation et impartialité politique,11595471,10723487,0,0,0,0,0,0,0,0
2016/2017,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",033,Industry,Industrie,Standards Council of Canada,Conseil canadien des normes,10515380,10515380,0,0,0,0,0,0,0,0
2016/2017,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",054,Statistics Canada,Statistique Canada,Statistical Infrastructure,Infrastructure statistique,168671678,86507104,0,0,100000,100000,0,0,0,0
2016/2017,17,Natural Resources,Ressources naturelles,041,Natural Resources,Ressources naturelles,Statutory Programs - Atlantic Offshore,Programmes législatifs - Zone extracôtières de l'Atlantique,0,0,0,0,473430813,473430813,0,0,0,0
2016/2017,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Stewardship of documentary heritage,Préservation du patrimoine documentaire,31154920,28589338,9846607,7180898,0,0,0,0,0,0
2016/2017,15,Justice,Justice,013,Justice,Justice,Stewardship of the Canadian Legal Framework,Gestion responsable du cadre juridique canadien,36854170,35510625,0,0,383816278,374462688,0,0,0,0
2016/2017,04,Canadian Heritage,Patrimoine canadien,083,"Office of the Co-ordinator, Status of Women",Bureau de la coordonnatrice de la situation de la femme,"Strategic Advice, Expertise and Promotion of Gender Equality","Conseils stratégiques, expertise et promotion de l'égalité entre les sexes",3526759,2890415,0,0,0,0,0,0,0,0
2016/2017,13,Indigenous and Northern Affairs,Affaires autochtones et du Nord,042,Indian Affairs and Northern Development,Affaires indiennes et du Nord canadien,Strategic Partnerships,Partenariats stratégiques,8451441,8242308,0,0,42164171,39864171,0,0,0,0
2016/2017,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",012,Economic Development Agency of Canada for the Regions of Quebec,Agence de développement économique du Canada pour les régions du Québec,Strengthening Community Economies,Renforcement de l'économie des collectivités,4926122,5461532,0,0,98423018,80442860,0,0,0,0
2016/2017,11,Health,Santé,022,Health,Santé,Substance Use and Abuse,Consommation et abus de substances,68549156,68548871,3528604,3524644,23296410,22793236,0,0,0,0
2016/2017,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Substances and Waste Management,Gestion des substances et des déchets,90786619,87585408,3483252,1318682,1322179,1283021,4450218,2385663,0,0
2016/2017,11,Health,Santé,022,Health,Santé,Supplementary Health Benefits for First Nations and Inuit,Prestations supplémentaires en santé à l'intention des membres des Premières Nations et des Inuits,1175826075,1160903968,0,0,211160821,210429939,134623748,119701641,0,0
2016/2017,22,Transport,Transports,034,Transport,Transports,Surface and Intermodal Security,Sûreté du transport terrestre et intermodal,5251516,5105315,0,0,0,0,0,0,0,0
2016/2017,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Fisheries and Oceans,Pêches et Océans,Sustainable Aquaculture Program,Programme d'aquaculture durable,25241408,24752732,484805,233035,43470,43470,0,0,0,0
2016/2017,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Sustainable Ecosystems,Écosystèmes durables,79722348,69242747,1840461,1840461,31374243,31374243,6253775,4010579,0,0
2016/2017,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",063,Social Sciences and Humanities Research Council,Conseil de recherches en sciences humaines,"Talent: attraction, retention and development of students and researchers in the social sciences and humanities","Talent : attirer, garder au pays et former les étudiants et les chercheurs des sciences humaines",4498665,5412814,0,0,169053036,166688095,0,0,0,0
2016/2017,03,National Revenue,Revenu national,130,Canada Revenue Agency,Agence du revenu du Canada,Taxpayer and Business Assistance,Aide aux contribuables et aux entreprises,415521295,406005832,530000,245704,-109802,-109802,60096352,60096352,0,0
2016/2017,03,National Revenue,Revenu national,130,Canada Revenue Agency,Agence du revenu du Canada,Taxpayers' Ombudsman,Ombudsman des contribuables,3135391,2894786,0,0,0,0,0,0,0,0
2016/2017,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",062,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,Technological Innovation,Innovation technologique,2191012,2097219,0,0,85296182,77131182,0,0,0,0
2016/2017,14,"Innovation, Science and Economic Development","Innovation, Sciences et Développement économique",035,National Research Council of Canada,Conseil national de recherches du Canada,Technology Development and Advancement,Développement et progrès technologiques,426182286,317802580,66483890,34409459,0,0,0,0,0,0
2016/2017,17,Natural Resources,Ressources naturelles,041,Natural Resources,Ressources naturelles,Technology Innovation,Innovation technologique,111878993,108787312,20157799,19997790,35455612,33232886,19239000,13874104,0,0
2016/2017,05,"Immigration, Refugees and Citizenship","Immigration, Réfugiés et Citoyenneté",050,Citizenship and Immigration,Citoyenneté et Immigration,Temporary Economic Residents,Résidents temporaires profitables à l'économie,57179168,39872303,1101000,561349,0,0,10015199,10015199,0,0
2016/2017,08,"Fisheries, Oceans and the Canadian Coast Guard","Pêches, Océans et Garde côtière canadienne",086,Fisheries and Oceans,Pêches et Océans,Territorial Delineation,Délimitation du territoire,1324037,1324037,0,0,0,0,0,0,0,0
2016/2017,16,National Defence,Défense nationale,055,Office of the Communications Security Establishment Commissioner,Bureau du commissaire du Centre de la sécurité des télécommunications,The Communications Security Establishment Commissioner's Review Program,Programme d'examen du commissaire du Centre de la sécurité des télécommunications,1650453,1359747,0,0,0,0,0,0,0,0
2016/2017,22,Transport,Transports,034,Transport,Transports,The Federal Bridge Corporation Limited,La Société des ponts fédéraux Limitée,41781864,41781858,0,0,0,0,0,0,0,0
2016/2017,29,Infrastructure and Communities,Infrastructure et Collectivités,142,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,The Jacques-Cartier and Champlain Bridges Inc.,Les ponts Jacques-Cartier et Champlain Inc.,270248000,284286532,97277000,0,0,0,0,0,0,0
2016/2017,07,Finance,Finances,006,Finance,Finances,Transfer and Taxation Payment Programs,Programme de paiements de transfert et d'impôt,74617344,5998460,0,0,67020958543,67020958543,0,0,9000000,9000000
2016/2017,21,Public Safety and Emergency Preparedness,Sécurité publique et Protection civile,030,Royal Canadian Mounted Police,Gendarmerie royale du Canada,Transfer Payments,Paiements de transfert,0,0,0,0,206978646,196862445,0,0,0,0
2016/2017,22,Transport,Transports,034,Transport,Transports,Transportation Infrastructure,Infrastructures de transport,195278651,179947341,106615006,57711971,195547245,189855824,20039846,20039846,0,0
2016/2017,22,Transport,Transports,034,Transport,Transports,Transportation Marketplace Frameworks,Cadres qui appuient le marché des transports,24883561,22709299,226472,192647,24000,24000,62642,62642,0,0
2016/2017,22,Transport,Transports,034,Transport,Transports,Transportation of Dangerous Goods,Transport des marchandises dangereuses,29475511,26358729,1619596,1505289,0,0,0,0,0,0
2016/2017,07,Finance,Finances,006,Finance,Finances,Treasury and Financial Affairs,Trésorerie et affaires financières,21282396928,21282396928,0,0,0,0,0,0,52014329000,52014329000
2016/2017,15,Justice,Justice,170,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,Tribunal Specialized and Expert Support Services,Services de soutien spécialisés et d'experts aux tribunaux,28185803,27291779,0,0,0,0,5544779,5544779,0,0
2016/2017,13,Indigenous and Northern Affairs,Affaires autochtones et du Nord,042,Indian Affairs and Northern Development,Affaires indiennes et du Nord canadien,Urban Indigenous Participation,Participation des Autochtones vivant en milieu urbain,1837570,1616170,0,0,47798334,47798334,0,0,0,0
2016/2017,24,Veterans Affairs,Anciens Combattants,021,Veterans Affairs,Anciens Combattants,Veterans Ombudsman,Ombudsman des vétérans,5205392,4630182,0,0,0,0,0,0,0,0
2016/2017,24,Veterans Affairs,Anciens Combattants,021a,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),11091397,10235289,0,0,0,0,0,0,0,0
2016/2017,22,Transport,Transports,034,Transport,Transports,VIA Rail Canada Inc.,VIA Rail Canada Inc.,425450000,348387317,0,0,0,0,0,0,0,0
2016/2017,06,Environment and Climate Change,Environnement et Changement climatique,124,Parks Canada Agency,Agence Parcs Canada,Visitor Experience,Expérience du visiteur,328749952,255819014,284001987,234665436,464376,404346,0,0,0,0
2016/2017,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Water Resources,Ressources en eau,91795548,84288437,11066690,9448104,736500,736500,24300831,23740521,0,0
2016/2017,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Weather and Environmental Services for Canadians,Services météorologiques et environnementaux pour les Canadiens,162537558,159400607,32502858,22573093,5819745,5819745,10892049,7670143,0,0
2016/2017,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Weather and Environmental Services for Targeted Users,Services météorologiques et environnementaux pour les utilisateurs ciblés,52221588,44051498,1742339,458895,55200,55200,31231367,28922068,0,0
2016/2017,29,Infrastructure and Communities,Infrastructure et Collectivités,142,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,Windsor-Detroit Bridge Authority,Autorité du pont Windsor-Détroit,240084520,334500000,329097233,0,0,0,0,0,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Agriculture and Agri-Food,Agriculture et Agroalimentaire,Business Risk Management,Gestion des risques de l'entreprise,46755932,31180431,0,0,899005803,892876513,1000000,371483,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Agriculture and Agri-Food,Agriculture et Agroalimentaire,Canadian Pari-Mutuel Agency,Agence canadienne du pari mutuel,18986261,9353980,0,0,0,0,9380000,10316555,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Agriculture and Agri-Food,Agriculture et Agroalimentaire,Farm Products Council of Canada,Conseil des produits agricoles du Canada,3093058,3087351,0,0,600000,0,0,0,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Agriculture and Agri-Food,Agriculture et Agroalimentaire,Industry Capacity,Capacité de l'industrie,33793241,26905543,3300000,325144,55443105,42174391,19000000,18968456,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Agriculture and Agri-Food,Agriculture et Agroalimentaire,Internal Services,Services internes,170505743,169857286,250000,91216,0,0,16800000,16746762,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Agriculture and Agri-Food,Agriculture et Agroalimentaire,"Market Access, Negotiations, Sector Competitiveness, and Assurance Systems","Accès aux marchés, négociations, compétitivité du secteur, et systèmes d'assurance",66386592,56315624,0,0,162400115,142275038,0,0,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Agriculture and Agri-Food,Agriculture et Agroalimentaire,"Science, Innovation, Adoption and Sustainability","Sciences, innovation, adoption et durabilité",389597707,376521021,51939423,48891486,206207695,192582222,21200000,17624398,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,134,Canadian Dairy Commission,Commission canadienne du lait,Administer milk supply management system,Administre le système de gestion des approvisionnements du lait,3731258,3723258,0,0,0,0,0,0,281148140,31338616
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,133,Canadian Grain Commission,Commission canadienne des grains,Grain Quality Research Program,Programme de recherches sur la qualité des grains,18643688,8006761,0,0,0,0,2207576,211170,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,133,Canadian Grain Commission,Commission canadienne des grains,Internal Services,Services internes,36414573,16049822,0,0,0,0,16872785,50611,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,133,Canadian Grain Commission,Commission canadienne des grains,Producer Protection Program,Programme de protection des producteurs,7892962,3511286,0,0,0,0,3563722,2236266,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,133,Canadian Grain Commission,Commission canadienne des grains,Quality Assurance Program,Programme d'assurance de la qualité,62995601,26136529,0,0,0,0,30665359,68027204,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,133,Canadian Grain Commission,Commission canadienne des grains,Quantity Assurance Program,Programme d'assurance de la quantité,3901038,1602533,0,0,0,0,1752902,5990823,0,0
2015/2016,02,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Farm Credit Canada,Financement agricole Canada,Farm Credit Canada,Financement agricole Canada,0,0,0,0,0,0,0,0,39652472000,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canada Council for the Arts,Conseil des Arts du Canada,Canada Council for the Arts,Conseil des Arts du Canada,182224388,182224388,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Broadcasting Corporation,Société Radio-Canada,Canadian Broadcasting Corporation,Société Radio-Canada,928331798,932331798,109692000,105692000,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,Arts,Arts,14835268,12216354,0,0,98719014,98719014,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,Attachment to Canada,Appartenance au Canada,37454774,36951188,0,0,68340453,61922075,1910583,1910583,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,Cultural Industries,Industries culturelles,27314581,25550559,0,0,278796324,278063619,4651801,4651801,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,Engagement and Community Participation,Engagement et participation communautaire,13223824,13206744,0,0,32845245,32521564,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,Heritage,Patrimoine,15522745,14848584,0,0,14731764,14731159,834268,834268,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,Internal Services,Services internes,79090563,78992995,0,0,0,0,1608650,1608650,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,Multiculturalism for Newcomers and All Canadians,Multiculturalisme pour les nouveaux arrivants et tous les Canadiens,1709303,1069375,0,0,3599825,2615348,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,Official Languages,Langues officielles,16528958,16213897,0,0,342942145,342653178,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Heritage,Patrimoine canadien,Sport,Sport,13240441,12552184,0,0,229979854,207124789,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Museum for Human Rights,Musée canadien des droits de la personne,Canadian Museum for Human Rights,Musée canadien des droits de la personne,21700000,21700000,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Museum of History,Musée canadien de l'histoire,Canadian Museum of History,Musée canadien de l'histoire,83587255,83587255,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Museum of Immigration at Pier 21,Musée canadien de l'immigration du Quai 21,Canadian Museum of Immigration at Pier 21,Musée canadien de l'immigration du Quai 21,7700000,7700000,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,Canadian Museum of Nature,Musée canadien de la nature,Canadian Museum of Nature,Musée canadien de la nature,26452593,26452593,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,016,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian Content Creation,Création de contenu canadien,16577227,14854316,0,0,0,0,13945232,13706231,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,016,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Connection to the Communication System,Connexion au système de communication,19662018,18454821,0,0,0,0,16575141,16291724,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,016,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Internal Services,Services internes,14237619,14007553,0,0,0,0,11274887,11050832,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,016,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Protection within the Communication System,Protection au sein du système de communication,11505676,10387641,0,0,0,0,5831470,5657127,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Access to documentary heritage,Accès au patrimoine documentaire,28942006,25187879,0,148390,1524050,1524050,1779000,1165547,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Collaboration in the management of government records,Collaboration à la gestion des documents gouvernementaux,5186416,4797139,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Development of regulatory instruments and recordkeeping tools,Élaboration d'instruments de réglementation et d'outils en tenue de documents,2784158,2636780,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Documentation of Canadian society,Documentation de la société canadienne,13960086,13525770,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Internal Services,Services internes,30643450,30636187,0,254991,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,145,Library and Archives of Canada,Bibliothèque et Archives du Canada,Stewardship of documentary heritage,Intendance du patrimoine documentaire,13797759,12587162,9163331,1318811,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,National Arts Centre Corporation,Société du Centre national des Arts,National Arts Centre Corporation,Société du Centre national des Arts,54897056,54897056,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,National Capital Commission,Commission de la capitale nationale,National Capital Commission,Commission de la capitale nationale,33685618,30672469,8190441,8190441,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,039,National Film Board,Office national du film,Accessibility and Audience Engagement,Accessibilité et interaction avec l'auditoire,23361905,19465829,0,0,0,0,6136446,2763827,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,039,National Film Board,Office national du film,Audiovisual production,Production audiovisuelle,44889051,35295842,0,0,0,0,2316000,384013,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,039,National Film Board,Office national du film,Internal Services,Services internes,8989900,8315621,0,0,0,0,0,8263,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,National Gallery of Canada,Musée des beaux-arts du Canada,National Gallery of Canada,Musée des beaux-arts du Canada,45776761,45776761,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,135,National Museum of Science and Technology,Musée national des sciences et de la technologie,National Museum of Science and Technology,Musée national des sciences et de la technologie,59600577,59600577,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,083,"Office of the Co-ordinator, Status of Women",Bureau de la coordonnatrice de la situation de la femme,Advancing Equality for Women,Avancement de l'égalité pour les femmes,4497688,4174620,0,0,19535001,18285000,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,083,"Office of the Co-ordinator, Status of Women",Bureau de la coordonnatrice de la situation de la femme,Internal Services,Services internes,4977706,5230596,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,083,"Office of the Co-ordinator, Status of Women",Bureau de la coordonnatrice de la situation de la femme,"Leadership, expertise and advice","Impulsion, savoir-faire et conseils",2142013,1852185,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,037,Telefilm Canada,Téléfilm Canada,Internal Services,Services internes,12756774,10129290,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,037,Telefilm Canada,Téléfilm Canada,Investment in the development and support to the Canadian audiovisual industry,Investissement dans le développement de l'industrie audiovisuelle canadienne,66306278,63445365,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,037,Telefilm Canada,Téléfilm Canada,National and international promotional support for Canadian content,Soutien promotionnel au contenu canadien au Canada et à l'étranger,16390499,21878896,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,102,The National Battlefields Commission,Commission des champs de bataille nationaux,Conservation and Development,Conservation et mise en valeur,2422050,2267140,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,102,The National Battlefields Commission,Commission des champs de bataille nationaux,Internal Services,Services internes,10600742,10215192,0,0,0,0,0,0,0,0
2015/2016,04,Canadian Heritage,Patrimoine canadien,102,The National Battlefields Commission,Commission des champs de bataille nationaux,Public Education and Services,Éducation et services publics,1015529,1018014,0,0,0,0,0,0,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007a,Canadian Environmental Assessment Agency,Agence canadienne d'évaluation environnementale,Environmental Assessment Delivery Program,Programme de réalisation d'évaluations environnementales,24577040,16980439,0,0,2719359,1684474,7806000,751306,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007a,Canadian Environmental Assessment Agency,Agence canadienne d'évaluation environnementale,Environmental Assessment Policy Program,Programme stratégique en matière d'évaluation environnementale,5284147,5239550,0,0,0,0,150000,105403,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007a,Canadian Environmental Assessment Agency,Agence canadienne d'évaluation environnementale,Internal Services,Services internes,6213549,6183970,0,0,0,0,45000,15422,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Biodiversity - Wildlife and Habitat,Biodiversité - Espèces sauvages et habitats,83924366,83213771,6439720,6122140,65809657,65191112,5223452,4127930,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Climate Change and Clean Air,Changements climatiques et qualité de l'air,101533689,92130796,11020850,10526514,20113263,20087589,4342586,3137373,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Compliance Promotion and Enforcement - Pollution,Promotion de la conformité et application de la loi - Pollution,38305918,38255523,2530247,2461547,0,0,118111,82697,0,0
2015/2016,06,Environment and Climate Change,Environnement et Changement climatique,007,Environment,Environnement,Compliance Promotion and Enforcement - Wildlife,Promotion de la conformité et application de la loi - Faune,16603177,16545783,3489757,3489757,0,0,107658,63776,0,0
