si_link_yr;organization_id;program_id;service_id;fiscal_yr;core_responsibility_en;report_yr;measure_yr;planned_actual;ftes;spending
2020;125;BTG01;1008;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;446.0;99450595.21
2021;125;BTG01;1008;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;528.0;136310479.73
2022;125;BTG01;1008;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;579.0;106964101.85
2023;125;BTG01;1009;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;584.0;94409264.88
2023;125;BTG01;1009;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;411.0;91867157.0
2023;125;BTG01;1009;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;650.0;132256447.0
2023;125;BTG01;1009;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;380.0;71453704.0
2023;125;BTG01;1009;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;361.0;59789207.0
2019;125;BTG01;1009;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;348.0;61056490.26
2020;125;BTG01;1009;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;446.0;99450595.21
2021;125;BTG01;1009;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;528.0;136310479.73
2022;125;BTG01;1009;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;579.0;106964101.85
2023;125;BTF03;1010;2022-2023;Fisheries;2023.0;2023.0;actual;110.0;22062399.83
2023;125;BTF03;1010;2022-2023;Fisheries;2024.0;2024.0;planned;89.0;11489450.0
2023;125;BTF03;1010;2022-2023;Fisheries;2025.0;2025.0;planned;76.0;10117843.0
2023;125;BTF03;1010;2022-2023;Fisheries;2025.0;2026.0;planned;76.0;10186811.0
2023;125;BTF03;1010;2022-2023;Fisheries;2025.0;2027.0;planned;76.0;10190353.0
2019;125;BTF03;1010;2018-2019;Fisheries;2019.0;2019.0;actual;84.0;20366430.52
2020;125;BTF03;1010;2019-2020;Fisheries;2020.0;2020.0;actual;86.0;17518681.2
2021;125;BTF03;1010;2020-2021;Fisheries;2021.0;2021.0;actual;90.0;16886348.34
2022;125;BTF03;1010;2021-2022;Fisheries;2022.0;2022.0;actual;105.0;15174649.38
2023;125;BTG03;1011;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;231.0;56284022.91
2023;125;BTG03;1011;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;147.0;31717501.0
2023;125;BTG03;1011;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;205.0;52289337.0
2023;125;BTG03;1011;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;205.0;52660908.0
2023;125;BTG03;1011;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;76.0;16735196.0
2019;125;BTG03;1011;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;138.0;31928869.92
2020;125;BTG03;1011;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;160.0;37267846.51
2021;125;BTG03;1011;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;176.0;42897001.97
2022;125;BTG03;1011;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;188.0;49176745.01
2023;129;BWM06;1012;2022-2023;Crown-Indigenous Relations;2023.0;2023.0;actual;49.0;715870714.39
2019;129;BWM06;1012;2018-2019;Rights and Self-Determination;2019.0;2019.0;actual;7.0;36902725.77
2020;129;BWM06;1012;2019-2020;Rights and Self-Determination;2020.0;2020.0;actual;59.0;46014538.71
2021;129;BWM06;1012;2020-2021;Crown-Indigenous Relations;2021.0;2021.0;actual;57.0;43524703.58
2022;129;BWM06;1012;2021-2022;Crown-Indigenous Relations;2022.0;2022.0;actual;55.0;247621188.05
2023;125;BTF03;1013;2022-2023;Fisheries;2023.0;2023.0;actual;110.0;22062399.83
2023;125;BTF03;1013;2022-2023;Fisheries;2024.0;2024.0;planned;89.0;11489450.0
2023;125;BTF03;1013;2022-2023;Fisheries;2025.0;2025.0;planned;76.0;10117843.0
2023;125;BTF03;1013;2022-2023;Fisheries;2025.0;2026.0;planned;76.0;10186811.0
2023;125;BTF03;1013;2022-2023;Fisheries;2025.0;2027.0;planned;76.0;10190353.0
2019;125;BTF03;1013;2018-2019;Fisheries;2019.0;2019.0;actual;84.0;20366430.52
2020;125;BTF03;1013;2019-2020;Fisheries;2020.0;2020.0;actual;86.0;17518681.2
2021;125;BTF03;1013;2020-2021;Fisheries;2021.0;2021.0;actual;90.0;16886348.34
2022;125;BTF03;1013;2021-2022;Fisheries;2022.0;2022.0;actual;105.0;15174649.38
2019;129;BWM06;1014;2018-2019;Rights and Self-Determination;2019.0;2019.0;actual;7.0;36902725.77
2019;129;BWM07;1014;2018-2019;Rights and Self-Determination;2019.0;2019.0;actual;10.0;81700346.63
2019;129;BWM08;1014;2018-2019;Rights and Self-Determination;2019.0;2019.0;actual;4.0;32054432.48
2023;125;BTG04;1015;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;1015;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;1015;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;1015;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;1015;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2019;125;BTG04;1015;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;162.0;27356372.28
2020;125;BTG04;1015;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;1015;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;1015;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;125;BTG04;1016;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;1016;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;1016;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;1016;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;1016;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2019;125;BTG04;1016;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;162.0;27356372.28
2020;125;BTG04;1016;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;1016;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;1016;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;125;BTG04;1017;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;1017;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;1017;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;1017;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;1017;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2019;125;BTG04;1017;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;162.0;27356372.28
2020;125;BTG04;1017;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;1017;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;1017;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;125;BTG04;1018;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;1018;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;1018;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;1018;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;1018;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2019;125;BTG04;1018;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;162.0;27356372.28
2020;125;BTG04;1018;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;1018;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;1018;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;129;BWM07;1019;2022-2023;Crown-Indigenous Relations;2023.0;2023.0;actual;21.0;210461983.66
2019;129;BWM07;1019;2018-2019;Rights and Self-Determination;2019.0;2019.0;actual;10.0;81700346.63
2020;129;BWM07;1019;2019-2020;Rights and Self-Determination;2020.0;2020.0;actual;8.0;87696997.53
2021;129;BWM07;1019;2020-2021;Crown-Indigenous Relations;2021.0;2021.0;actual;20.0;99034575.07
2022;129;BWM07;1019;2021-2022;Crown-Indigenous Relations;2022.0;2022.0;actual;20.0;115218653.94
2023;125;BTG04;1020;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;1020;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;1020;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;1020;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;1020;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2019;125;BTG04;1020;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;162.0;27356372.28
2020;125;BTG04;1020;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;1020;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;1020;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;125;BTG04;1021;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;1021;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;1021;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;1021;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;1021;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2019;125;BTG04;1021;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;162.0;27356372.28
2020;125;BTG04;1021;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;1021;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;1021;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;125;BTG04;1022;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;1022;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;1022;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;1022;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;1022;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2019;125;BTG04;1022;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;162.0;27356372.28
2020;125;BTG04;1022;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;1022;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;1022;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;129;BWM06;1023;2022-2023;Crown-Indigenous Relations;2023.0;2023.0;actual;49.0;715870714.39
2019;129;BWM06;1023;2018-2019;Rights and Self-Determination;2019.0;2019.0;actual;7.0;36902725.77
2020;129;BWM06;1023;2019-2020;Rights and Self-Determination;2020.0;2020.0;actual;59.0;46014538.71
2021;129;BWM06;1023;2020-2021;Crown-Indigenous Relations;2021.0;2021.0;actual;57.0;43524703.58
2022;129;BWM06;1023;2021-2022;Crown-Indigenous Relations;2022.0;2022.0;actual;55.0;247621188.05
2023;125;BTG04;1024;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;1024;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;1024;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;1024;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;1024;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2019;125;BTG04;1024;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;162.0;27356372.28
2020;125;BTG04;1024;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;1024;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;1024;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;125;BTG04;1025;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;1025;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;1025;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;1025;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;1025;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2019;125;BTG04;1025;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;162.0;27356372.28
2020;125;BTG04;1025;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;1025;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;1025;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;125;BTF01;1026;2022-2023;Fisheries;2023.0;2023.0;actual;622.0;107685186.36
2023;125;BTF01;1026;2022-2023;Fisheries;2024.0;2024.0;planned;566.0;132206523.0
2023;125;BTF01;1026;2022-2023;Fisheries;2025.0;2025.0;planned;564.0;107504282.0
2023;125;BTF01;1026;2022-2023;Fisheries;2025.0;2026.0;planned;557.0;104858918.0
2023;125;BTF01;1026;2022-2023;Fisheries;2025.0;2027.0;planned;439.0;58971835.0
2019;125;BTF01;1026;2018-2019;Fisheries;2019.0;2019.0;actual;446.0;75559144.94
2020;125;BTF01;1026;2019-2020;Fisheries;2020.0;2020.0;actual;498.0;103176344.14
2021;125;BTF01;1026;2020-2021;Fisheries;2021.0;2021.0;actual;521.0;217921344.75
2022;125;BTF01;1026;2021-2022;Fisheries;2022.0;2022.0;actual;629.0;135223230.36
2023;125;BTF01;1027;2022-2023;Fisheries;2023.0;2023.0;actual;622.0;107685186.36
2023;125;BTF01;1027;2022-2023;Fisheries;2024.0;2024.0;planned;566.0;132206523.0
2023;125;BTF01;1027;2022-2023;Fisheries;2025.0;2025.0;planned;564.0;107504282.0
2023;125;BTF01;1027;2022-2023;Fisheries;2025.0;2026.0;planned;557.0;104858918.0
2023;125;BTF01;1027;2022-2023;Fisheries;2025.0;2027.0;planned;439.0;58971835.0
2019;125;BTF01;1027;2018-2019;Fisheries;2019.0;2019.0;actual;446.0;75559144.94
2020;125;BTF01;1027;2019-2020;Fisheries;2020.0;2020.0;actual;498.0;103176344.14
2021;125;BTF01;1027;2020-2021;Fisheries;2021.0;2021.0;actual;521.0;217921344.75
2022;125;BTF01;1027;2021-2022;Fisheries;2022.0;2022.0;actual;629.0;135223230.36
2023;125;BTF07;1028;2022-2023;Fisheries;2023.0;2023.0;actual;794.0;154800087.62
2023;125;BTF07;1028;2022-2023;Fisheries;2024.0;2024.0;planned;848.0;163715214.0
2023;125;BTF07;1028;2022-2023;Fisheries;2025.0;2025.0;planned;964.0;203958023.0
2023;125;BTF07;1028;2022-2023;Fisheries;2025.0;2026.0;planned;876.0;195424690.0
2023;125;BTF07;1028;2022-2023;Fisheries;2025.0;2027.0;planned;797.0;158269365.0
2019;125;BTF07;1028;2018-2019;Fisheries;2019.0;2019.0;actual;725.0;116142958.49
2020;125;BTF07;1028;2019-2020;Fisheries;2020.0;2020.0;actual;762.0;132829077.9
2021;125;BTF07;1028;2020-2021;Fisheries;2021.0;2021.0;actual;768.0;140888027.72
2022;125;BTF07;1028;2021-2022;Fisheries;2022.0;2022.0;actual;780.0;155655667.99
2023;125;BTG04;1029;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;1029;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;1029;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;1029;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;1029;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2019;125;BTG04;1029;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;162.0;27356372.28
2020;125;BTG04;1029;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;1029;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;1029;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2023;125;BTG04;1030;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;333.0;84317537.32
2023;125;BTG04;1030;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;258.0;88809670.0
2023;125;BTG04;1030;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;257.0;93161433.0
2023;125;BTG04;1030;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;256.0;89567111.0
2023;125;BTG04;1030;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;148.0;23429277.0
2019;125;BTG04;1030;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;162.0;27356372.28
2020;125;BTG04;1030;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;162.0;30542473.55
2021;125;BTG04;1030;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;172.0;30515331.54
2022;125;BTG04;1030;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;229.0;48207017.95
2019;125;BTG01;1031;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;348.0;61056490.26
2020;125;BTG01;1031;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;446.0;99450595.21
2023;125;BTF01;1032;2022-2023;Fisheries;2023.0;2023.0;actual;622.0;107685186.36
2023;125;BTF01;1032;2022-2023;Fisheries;2024.0;2024.0;planned;566.0;132206523.0
2023;125;BTF01;1032;2022-2023;Fisheries;2025.0;2025.0;planned;564.0;107504282.0
2023;125;BTF01;1032;2022-2023;Fisheries;2025.0;2026.0;planned;557.0;104858918.0
2023;125;BTF01;1032;2022-2023;Fisheries;2025.0;2027.0;planned;439.0;58971835.0
2019;125;BTF01;1032;2018-2019;Fisheries;2019.0;2019.0;actual;446.0;75559144.94
2020;125;BTF01;1032;2019-2020;Fisheries;2020.0;2020.0;actual;498.0;103176344.14
2021;125;BTF01;1032;2020-2021;Fisheries;2021.0;2021.0;actual;521.0;217921344.75
2022;125;BTF01;1032;2021-2022;Fisheries;2022.0;2022.0;actual;629.0;135223230.36
2023;125;BTF06;1033;2022-2023;Fisheries;2023.0;2023.0;actual;224.0;245308449.44
2023;125;BTF06;1033;2022-2023;Fisheries;2024.0;2024.0;planned;229.0;176642349.0
2023;125;BTF06;1033;2022-2023;Fisheries;2025.0;2025.0;planned;193.0;118098156.0
2023;125;BTF06;1033;2022-2023;Fisheries;2025.0;2026.0;planned;187.0;96919062.0
2023;125;BTF06;1033;2022-2023;Fisheries;2025.0;2027.0;planned;194.0;89436947.0
2019;125;BTF06;1033;2018-2019;Fisheries;2019.0;2019.0;actual;193.0;170442450.99
2020;125;BTF06;1033;2019-2020;Fisheries;2020.0;2020.0;actual;197.0;233589862.14
2021;125;BTF06;1033;2020-2021;Fisheries;2021.0;2021.0;actual;190.0;164836999.38
2022;125;BTF06;1033;2021-2022;Fisheries;2022.0;2022.0;actual;213.0;151221000.9
2023;125;BTF06;1034;2022-2023;Fisheries;2023.0;2023.0;actual;224.0;245308449.44
2023;125;BTF06;1034;2022-2023;Fisheries;2024.0;2024.0;planned;229.0;176642349.0
2023;125;BTF06;1034;2022-2023;Fisheries;2025.0;2025.0;planned;193.0;118098156.0
2023;125;BTF06;1034;2022-2023;Fisheries;2025.0;2026.0;planned;187.0;96919062.0
2023;125;BTF06;1034;2022-2023;Fisheries;2025.0;2027.0;planned;194.0;89436947.0
2019;125;BTF06;1034;2018-2019;Fisheries;2019.0;2019.0;actual;193.0;170442450.99
2020;125;BTF06;1034;2019-2020;Fisheries;2020.0;2020.0;actual;197.0;233589862.14
2021;125;BTF06;1034;2020-2021;Fisheries;2021.0;2021.0;actual;190.0;164836999.38
2022;125;BTF06;1034;2021-2022;Fisheries;2022.0;2022.0;actual;213.0;151221000.9
2023;125;BTG03;1035;2022-2023;Aquatic Ecosystems;2023.0;2023.0;actual;231.0;56284022.91
2023;125;BTG03;1035;2022-2023;Aquatic Ecosystems;2024.0;2024.0;planned;147.0;31717501.0
2023;125;BTG03;1035;2022-2023;Aquatic Ecosystems;2025.0;2025.0;planned;205.0;52289337.0
2023;125;BTG03;1035;2022-2023;Aquatic Ecosystems;2025.0;2026.0;planned;205.0;52660908.0
2023;125;BTG03;1035;2022-2023;Aquatic Ecosystems;2025.0;2027.0;planned;76.0;16735196.0
2019;125;BTG03;1035;2018-2019;Aquatic Ecosystems;2019.0;2019.0;actual;138.0;31928869.92
2020;125;BTG03;1035;2019-2020;Aquatic Ecosystems;2020.0;2020.0;actual;160.0;37267846.51
2021;125;BTG03;1035;2020-2021;Aquatic Ecosystems;2021.0;2021.0;actual;176.0;42897001.97
2022;125;BTG03;1035;2021-2022;Aquatic Ecosystems;2022.0;2022.0;actual;188.0;49176745.01
2023;125;BTI02;1036;2022-2023;Marine Operations and Response;2023.0;2023.0;actual;337.0;97555823.59
2023;125;BTI02;1036;2022-2023;Marine Operations and Response;2024.0;2024.0;planned;451.0;125582225.0
2023;125;BTI02;1036;2022-2023;Marine Operations and Response;2025.0;2025.0;planned;439.0;122327326.0
2023;125;BTI02;1036;2022-2023;Marine Operations and Response;2025.0;2026.0;planned;424.0;95480507.0
2023;125;BTI02;1036;2022-2023;Marine Operations and Response;2025.0;2027.0;planned;416.0;83959425.0
2019;125;BTI02;1036;2018-2019;Marine Operations and Response;2019.0;2019.0;actual;219.0;58783276.15
2020;125;BTI02;1036;2019-2020;Marine Operations and Response;2020.0;2020.0;actual;210.0;47284914.55
2021;125;BTI02;1036;2020-2021;Marine Operations and Response;2021.0;2021.0;actual;229.0;61052925.99
2022;125;BTI02;1036;2021-2022;Marine Operations and Response;2022.0;2022.0;actual;347.0;91350391.53
2023;125;BTH01;1037;2022-2023;Marine Navigation;2023.0;2023.0;actual;10.0;35338073.58
2023;125;BTH01;1037;2022-2023;Marine Navigation;2024.0;2024.0;planned;6.0;13461827.0
2023;125;BTH01;1037;2022-2023;Marine Navigation;2025.0;2025.0;planned;6.0;13540970.0
2023;125;BTH01;1037;2022-2023;Marine Navigation;2025.0;2026.0;planned;6.0;13544949.0
2023;125;BTH01;1037;2022-2023;Marine Navigation;2025.0;2027.0;planned;6.0;13544949.0
2019;125;BTH01;1037;2018-2019;Marine Navigation;2019.0;2019.0;actual;7.0;21285184.02
2020;125;BTH01;1037;2019-2020;Marine Navigation;2020.0;2020.0;actual;8.0;24046383.34
2021;125;BTH01;1037;2020-2021;Marine Navigation;2021.0;2021.0;actual;7.0;7923211.36
2022;125;BTH01;1037;2021-2022;Marine Navigation;2022.0;2022.0;actual;9.0;20053418.01
2023;125;BTH04;1038;2022-2023;Marine Navigation;2023.0;2023.0;actual;311.0;39797319.73
2023;125;BTH04;1038;2022-2023;Marine Navigation;2024.0;2024.0;planned;368.0;41768102.0
2023;125;BTH04;1038;2022-2023;Marine Navigation;2025.0;2025.0;planned;359.0;46117228.0
2023;125;BTH04;1038;2022-2023;Marine Navigation;2025.0;2026.0;planned;360.0;46638165.0
2023;125;BTH04;1038;2022-2023;Marine Navigation;2025.0;2027.0;planned;338.0;43819671.0
2019;125;BTH04;1038;2018-2019;Marine Navigation;2019.0;2019.0;actual;309.0;40316637.14
2020;125;BTH04;1038;2019-2020;Marine Navigation;2020.0;2020.0;actual;298.0;42592702.97
2021;125;BTH04;1038;2020-2021;Marine Navigation;2021.0;2021.0;actual;296.0;41723771.62
2022;125;BTH04;1038;2021-2022;Marine Navigation;2022.0;2022.0;actual;327.0;40668838.02
2023;125;BTH04;1039;2022-2023;Marine Navigation;2023.0;2023.0;actual;311.0;39797319.73
2023;125;BTH04;1039;2022-2023;Marine Navigation;2024.0;2024.0;planned;368.0;41768102.0
2023;125;BTH04;1039;2022-2023;Marine Navigation;2025.0;2025.0;planned;359.0;46117228.0
2023;125;BTH04;1039;2022-2023;Marine Navigation;2025.0;2026.0;planned;360.0;46638165.0
2023;125;BTH04;1039;2022-2023;Marine Navigation;2025.0;2027.0;planned;338.0;43819671.0
2019;125;BTH04;1039;2018-2019;Marine Navigation;2019.0;2019.0;actual;309.0;40316637.14
2020;125;BTH04;1039;2019-2020;Marine Navigation;2020.0;2020.0;actual;298.0;42592702.97
2021;125;BTH04;1039;2020-2021;Marine Navigation;2021.0;2021.0;actual;296.0;41723771.62
2022;125;BTH04;1039;2021-2022;Marine Navigation;2022.0;2022.0;actual;327.0;40668838.02
2023;125;BTH04;1040;2022-2023;Marine Navigation;2023.0;2023.0;actual;311.0;39797319.73
2023;125;BTH04;1040;2022-2023;Marine Navigation;2024.0;2024.0;planned;368.0;41768102.0
2023;125;BTH04;1040;2022-2023;Marine Navigation;2025.0;2025.0;planned;359.0;46117228.0
2023;125;BTH04;1040;2022-2023;Marine Navigation;2025.0;2026.0;planned;360.0;46638165.0
2023;125;BTH04;1040;2022-2023;Marine Navigation;2025.0;2027.0;planned;338.0;43819671.0
2019;125;BTH04;1040;2018-2019;Marine Navigation;2019.0;2019.0;actual;309.0;40316637.14
2020;125;BTH04;1040;2019-2020;Marine Navigation;2020.0;2020.0;actual;298.0;42592702.97
2021;125;BTH04;1040;2020-2021;Marine Navigation;2021.0;2021.0;actual;296.0;41723771.62
2022;125;BTH04;1040;2021-2022;Marine Navigation;2022.0;2022.0;actual;327.0;40668838.02
2023;125;BTI01;1041;2022-2023;Marine Operations and Response;2023.0;2023.0;actual;226.0;69286028.34
2023;125;BTI01;1041;2022-2023;Marine Operations and Response;2024.0;2024.0;planned;196.0;58434840.0
2023;125;BTI01;1041;2022-2023;Marine Operations and Response;2025.0;2025.0;planned;194.0;61398558.0
